Peak Data,Augmentation
"0.014472363749519,0.0108542728121392,0.0140703536453657,0.0132663334370591,0.0116582930204459,0.0104522627079859,0.0148743738536723,0.0128643233329058,0.014472363749519,0.0148743738536723,0.0128643233329058,0.0088442222913727,0.014472363749519,0.0128643233329058,0.0128643233329058,0.0148743738536723,0.014472363749519,0.0132663334370591,0.0124623132287525,0.0128643233329058,0.0132663334370591,0.0124623132287525,0.0120603031245992,0.0136683435412124,0.0176884445827454,0.0132663334370591,0.0128643233329058,0.018492464791052,0.0140703536453657,0.0132663334370591,0.0160804041661322,0.0124623132287525,0.0136683435412124,0.014472363749519,0.0132663334370591,0.0128643233329058,0.018492464791052,0.0132663334370591,0.0128643233329058,0.0156783940619789,0.0132663334370591,0.0132663334370591,0.0164824142702855,0.0128643233329058,0.0124623132287525,0.0152763839578256,0.0128643233329058,0.0120603031245992,0.014472363749519,0.0128643233329058,0.0124623132287525,0.014472363749519,0.0136683435412124,0.0156783940619789,0.014472363749519,0.0132663334370591,0.0128643233329058,0.0156783940619789,0.0128643233329058,0.0128643233329058,0.0136683435412124,0.0136683435412124,0.0128643233329058,0.014472363749519,0.014472363749519,0.0140703536453657,0.0128643233329058,0.0136683435412124,0.0096482424996793,0.0116582930204459,0.0140703536453657,0.0132663334370591,0.0128643233329058,0.0152763839578256,0.0128643233329058,0.014472363749519,0.0140703536453657,0.0124623132287525,0.0148743738536723,0.0152763839578256,0.0112562829162925,0.0132663334370591,0.0132663334370591,0.0128643233329058,0.0128643233329058,0.0152763839578256,0.0140703536453657,0.0136683435412124,0.0104522627079859,0.0132663334370591,0.0160804041661322,0.0317587982281111,0.0148743738536723,0.0136683435412124,0.0136683435412124,0.0201005052076653,0.0136683435412124,0.0164824142702855,0.0120603031245992,0.0128643233329058,0.0088442222913727,0.0132663334370591,0.0128643233329058,0.0148743738536723,0.0140703536453657,0.0132663334370591,0.0164824142702855,0.0136683435412124,0.014472363749519,0.0140703536453657,0.0112562829162925,0.0108542728121392,0.0128643233329058,0.0124623132287525,0.0124623132287525,0.0116582930204459,0.0112562829162925,0.0120603031245992,0.0128643233329058,0.0104522627079859,0.0100502526038326,0.009246232395526,0.0128643233329058,0.0128643233329058,0.0108542728121392,0.0112562829162925,0.0116582930204459,0.0116582930204459,0.0136683435412124,0.0124623132287525,0.0108542728121392,0.0116582930204459,0.0124623132287525,0.0120603031245992,0.0136683435412124,0.0168844243744388,0.0120603031245992,0.0104522627079859,0.0120603031245992,0.0128643233329058,0.0108542728121392,0.0188944748952053,0.0116582930204459,0.0112562829162925,0.0132663334370591,0.0120603031245992,0.0245226163533516,0.0116582930204459,0.0116582930204459,0.0084422121872194,0.0136683435412124,0.0104522627079859,0.0116582930204459,0.0104522627079859,0.0140703536453657,0.0136683435412124,0.0112562829162925,0.0124623132287525,0.0120603031245992,0.0108542728121392,0.0108542728121392,0.0116582930204459,0.0104522627079859,0.0124623132287525,0.0112562829162925,0.0116582930204459,0.0104522627079859,0.0108542728121392,0.0104522627079859,0.0116582930204459,0.0112562829162925,0.0104522627079859,0.0160804041661322,0.0116582930204459,0.0112562829162925,0.0108542728121392,0.0108542728121392,0.0108542728121392,0.0112562829162925,0.0108542728121392,0.0124623132287525,0.014472363749519,0.0108542728121392,0.0120603031245992,0.0072361818747595,0.0100502526038326,0.0124623132287525,0.0136683435412124,0.0116582930204459,0.0116582930204459,0.0084422121872194,0.0112562829162925,0.0108542728121392,0.0104522627079859,0.0112562829162925,0.0140703536453657,0.0124623132287525,0.0112562829162925,0.0132663334370591,0.0108542728121392,0.0132663334370591,0.0116582930204459,0.0128643233329058,0.0116582930204459,0.0108542728121392,0.0104522627079859",original
"0.03129407165571966,0.0081863587240844,0.009636617437784368,0.018810249759511566,-0.006429644155906444,0.015903157925317934,0.005356784215373958,0.018005957015612164,0.033488942131710754,0.015462458411922338,0.014278020558457612,-0.005029009203037685,0.011594441703095797,0.016099485100674736,0.014077909716939395,0.013251034614670157,0.023459474996955658,0.022822820510061993,-0.007058161365899018,0.008808234420717606,0.017770804154971957,0.002725811029735653,0.007999652732661584,0.016604642051743997,0.019692469794889863,0.020549772649726586,0.012153194939391933,0.008780147950554243,0.01505898216835105,-0.00037328523718055916,-0.0007473321928347654,0.009294924953085378,0.0045750142988558,0.015606988150280058,0.006131144454606017,0.02371546536592678,0.008906215066918011,0.02167174579271515,-0.004696771238792634,0.019781838683125306,0.009469391246055035,0.008105644447590515,0.024615144564942196,0.0027145224638537406,0.02583630475008864,0.027073915052482703,0.010597447806378092,-0.0032440851677152677,0.014817139121806664,0.015392358049615671,-0.004357731863618914,0.012789753813168308,0.028393515706315382,0.037215646019616744,0.02429379600319285,0.00985393844444549,0.021078024784715602,0.020529704911634004,0.02111982817221205,-0.008958038538566374,0.0022136012839619936,0.0348315502890611,0.013676610358615266,0.011542179817043292,0.01615288953820735,0.006595008937845772,0.018613948688723046,0.012506544387831792,0.0195108632237051,0.01944811801752348,0.01163505998608238,0.03231735169431743,0.004184808367534758,0.013624373797861536,0.01713773118863618,0.02092201887824904,0.020708684205234033,0.022897303433092556,0.02624604594925489,0.024695922906001797,0.00465295973579421,0.011345852198369717,-0.009279141333666046,0.017718581210328866,0.006885525984101229,0.02071323578466521,0.010216604525743387,0.012542440114240936,-0.00104495995101192,0.031070261567813937,0.01906557261413653,0.02047435836335431,0.014841330324402586,0.02142424650742171,0.013502185626085168,0.02152305711265922,0.005657482817073399,0.02531567896875475,0.02195319821858266,-0.0038786093463886347,-0.00634934324929267,0.02461269342738305,0.023148134866813917,0.006148051185498155,0.018383388182422196,0.00414963278154787,0.006127073095477066,0.0165423437228512,0.017765728042026363,0.0041039934868846075,0.008488209349257956,0.004599492950823527,0.02838256286076104,0.018965891820615435,0.019205928734996918,0.01591578045904611,0.021786376863497575,0.015787488881139396,0.03248031451815858,-0.013764951501107108,0.004267015038466305,0.002916245392945896,0.008132834392821649,0.018908618171880817,-0.0019144120668837614,0.015114492299324407,-0.00261020956252833,-0.001861022058359689,0.025663204755415538,0.018813458344631592,0.021400101400275207,0.015664021386379505,0.006484685670742985,-0.0005754687891106058,0.014405316976923299,0.02621957437159517,0.019098754721156963,0.01414094428980511,0.020511839130716032,0.02491149312835072,0.02079864224813601,0.0038038458493109446,-0.0038360547066250746,-0.006954193665520508,0.01331275200366614,0.01145700660108642,0.03563788302670235,0.016149014028328388,0.010893659150141705,0.0013975268434477314,0.004470354902867513,0.02656959688048774,-0.0004897353553415165,0.0036721850304433142,0.018151176204458847,0.0013401623996095804,0.020874572425907255,0.001639375354958724,0.009332081949734457,0.01938107776260166,0.012849460923413523,0.02527779193180268,0.008277051425749988,0.018850901208810802,0.0056946848977039366,0.01377206445493301,0.018708164557653117,0.0275694342285017,0.006553489812889333,0.015606658666191067,0.012280820419731366,0.01365561558786529,0.007724804210627403,0.006955156693951459,0.0060644487044716165,0.010664398851743029,0.020979668476983737,0.02779395517602159,0.013707419772736474,0.025998161796987374,0.001057831297919233,0.006026271777743175,-0.010576103408007896,-0.0015109439543673654,0.011790879289456886,0.007677225994475674,0.03060982252384841,0.0040589489007157795,0.01749546033267227,0.006022220782006473,0.005293776640220131,0.02047153435810153,0.024114378543067805,0.005617102812848072,0.02724562794184043,0.012228483598668077,0.016033439295652895,-0.0075494101042800806,0.009574319436196934,-0.0010901663765472223,0.012946698041709549,0.0206563258132641,0.01843403348704755,0.020164086163087513,-0.0021430635646702556,0.005103807729671524",noise
"0.014472363749519,0.011402488217044203,0.013495119675195111,0.013114680844923222,0.011745449682592935,0.011733465641547682,0.013451977127432308,0.013578136395890195,0.014284105359281356,0.014639050865875244,0.01282074500183227,0.009440373860458588,0.013538915897924008,0.013151940317991087,0.013289212060872704,0.014327901582010251,0.014291949458874593,0.013348696482788068,0.012664952468244409,0.0128643233329058,0.013215346789703071,0.012479308777871175,0.012289089362735227,0.01407362202019622,0.01595882062243706,0.014168404890281138,0.014230504012060914,0.016368021151217493,0.014717491861807593,0.013733057362856597,0.01568296978674161,0.012566901223328963,0.013629123043246226,0.014158599765789596,0.013424958562166744,0.014197820263755778,0.01602157341918293,0.014312213382823786,0.01347093370144932,0.014930589900757149,0.013459821227025569,0.0132663334370591,0.015934198865380538,0.01332451050904225,0.013068923597296018,0.014143347349913857,0.013230381313923439,0.012771501487719186,0.013679238123980779,0.013052581723143443,0.012697636216549553,0.014411354086016062,0.01384222108219577,0.015263528350158904,0.014472363749519,0.013436288928245863,0.013592953028455191,0.014415494027468034,0.01344086465300859,0.012999416159233737,0.01357682904595799,0.013634352442975051,0.01296629662761785,0.014289334759010175,0.014404817336355031,0.013905627553907762,0.013315359059516817,0.01257539899788828,0.010922908683580031,0.011730197266717203,0.013655487933545728,0.013291173085771015,0.012925332996408736,0.014805737982231514,0.01349185130036461,0.014075800936749896,0.013803654259195705,0.013377458181296592,0.014438590542937012,0.014442294701078256,0.012119133871548398,0.013105093612087046,0.0132663334370591,0.012896571297900214,0.01320946371500813,0.014593947293214149,0.014244666969659812,0.013027742074431513,0.011785759638835921,0.01326633343705908,0.018088493662000424,0.028581937892850993,0.015214284836045807,0.013742862487348143,0.014498074964852404,0.01779956932698289,0.015622831689860162,0.014842997455299352,0.013232996013787844,0.011875966784158143,0.010262696967816076,0.012717246465532617,0.01296629662761785,0.014755405009841573,0.0140703536453657,0.013941797568698814,0.015246968584350956,0.014480207849112239,0.014199127613687981,0.0135604871718054,0.011687708393920446,0.011165422096004211,0.012715285440634359,0.01247102889496721,0.012383872232820146,0.011721045817191765,0.011494220603954006,0.012060303124599178,0.012132207370870512,0.010888046018721209,0.009974426307764659,0.009878989762713682,0.012574091647956108,0.0128643233329058,0.011047760602105664,0.011256282916292513,0.011582466724377941,0.012094076331181187,0.012936227579177118,0.012373413433362483,0.011330148187462167,0.011658293020445885,0.01234465173485397,0.012103881455672705,0.013767702136060055,0.01584726009488881,0.01263553709476975,0.011132084672733002,0.011878145700711827,0.012232873315650348,0.01291334895536342,0.016327711194974344,0.012436166230108446,0.011358256211004608,0.013130369044109694,0.013616049543924105,0.0202671923240217,0.014293910483772949,0.010936635857868244,0.010354865138036625,0.011883810883751405,0.011243209416970474,0.011347143736580877,0.010750338492528877,0.013983196983218604,0.013472241051381504,0.01182105808700546,0.012145062978537199,0.011882503533819179,0.011128816297902452,0.011028586136433335,0.01127916154010618,0.010912449884122368,0.012204329508797209,0.0112562829162925,0.011529301160468217,0.010682356296054157,0.010702620220003322,0.010800889356574138,0.011292235039428214,0.011167383120902522,0.011721263708847114,0.014511584247485169,0.012050498000107662,0.011256282916292501,0.010879112460851114,0.0108542728121392,0.010926177058410522,0.011086327425105742,0.011309666371857598,0.012552520374074682,0.013319281109313404,0.011664829770106825,0.011373944410191135,0.007559097308014333,0.010033257054713928,0.012325041485870861,0.01312797223590063,0.01207010824909075,0.010936635857868257,0.00980839286637454,0.010576460951545458,0.010854272812139201,0.010607837349918397,0.011380481159852076,0.01397448131700399,0.012501533726718661,0.01175830529025958,0.012393895248967028,0.011921070356819217,0.012351188484514997,0.012268389655475304,0.012409365556498155,0.011715816417462947,0.010886520777133618,0.0104522627079859",time_warp
"0.0124623132287525,0.0156783940619789,0.0116582930204459,0.0132663334370591,0.0128643233329058,0.0192964849993587,0.0160804041661322,0.0148743738536723,0.0160804041661322,0.0140703536453657,0.0136683435412124,0.0156783940619789,0.0136683435412124,0.0124623132287525,0.0152763839578256,0.0132663334370591,0.0164824142702855,0.0188944748952053,0.014472363749519,0.0148743738536723,0.0164824142702855,0.0136683435412124,0.0120603031245992,0.0172864344785921,0.0128643233329058,0.0104522627079859,0.0164824142702855,0.0128643233329058,0.0096482424996793,0.0148743738536723,0.0128643233329058,0.0104522627079859,0.0148743738536723,0.0140703536453657,0.0160804041661322,0.0152763839578256,0.0148743738536723,0.0128643233329058,0.0152763839578256,0.0136683435412124,0.0128643233329058,0.0140703536453657,0.0140703536453657,0.0148743738536723,0.0148743738536723,0.0152763839578256,0.0124623132287525,0.0128643233329058,0.0136683435412124,0.0128643233329058,0.0136683435412124,0.0136683435412124,0.0136683435412124,0.0120603031245992,0.014472363749519,0.0120603031245992,0.0120603031245992,0.0180904546868987,0.0128643233329058,0.0132663334370591,0.0148743738536723,0.0136683435412124,0.0136683435412124,0.0128643233329058,0.0120603031245992,0.0132663334370591,0.0160804041661322,0.0140703536453657,0.014472363749519,0.0156783940619789,0.0116582930204459,0.0140703536453657,0.0168844243744388,0.0132663334370591,0.0140703536453657,0.0116582930204459,0.014472363749519,0.0132663334370591,0.0156783940619789,0.0140703536453657,0.0140703536453657,0.019698495103512,0.0132663334370591,0.0132663334370591,0.0176884445827454,0.0128643233329058,0.0116582930204459,0.0164824142702855,0.0136683435412124,0.0128643233329058,0.014472363749519,0.0136683435412124,0.0124623132287525,0.0132663334370591,0.0132663334370591,0.0136683435412124,0.0124623132287525,0.0128643233329058,0.0128643233329058,0.0120603031245992,0.0128643233329058,0.0116582930204459,0.0128643233329058,0.0124623132287525,0.0108542728121392,0.0108542728121392,0.0124623132287525,0.0120603031245992,0.0128643233329058,0.0108542728121392,0.019698495103512,0.0120603031245992,0.0132663334370591,0.0120603031245992,0.0112562829162925,0.0136683435412124,0.0120603031245992,0.0104522627079859,0.0100502526038326,0.0108542728121392,0.0116582930204459,0.0096482424996793,0.0116582930204459,0.0120603031245992,0.0140703536453657,0.0112562829162925,0.0112562829162925,0.0128643233329058,0.0120603031245992,0.0120603031245992,0.0080402020830661,0.0116582930204459,0.0112562829162925,0.0104522627079859,0.0128643233329058,0.0124623132287525,0.0132663334370591,0.0132663334370591,0.0120603031245992,0.009246232395526,0.0100502526038326,0.0120603031245992,-0.0012060303124599,0.0136683435412124,0.0120603031245992,0.0116582930204459,0.0120603031245992,0.0116582930204459,0.0108542728121392,0.0124623132287525,0.0064321616664528,0.0116582930204459,0.0124623132287525,0.0108542728121392,0.0076381919789128,0.0100502526038326,0.0108542728121392,0.0096482424996793,0.0140703536453657,0.0100502526038326,0.0128643233329058,0.0120603031245992,0.014472363749519,0.0116582930204459,0.0120603031245992,0.0112562829162925,0.0100502526038326,0.014472363749519,0.0104522627079859,0.0132663334370591,0.0124623132287525,0.0116582930204459,0.0124623132287525,0.0100502526038326,0.0112562829162925,0.0116582930204459,0.0120603031245992,0.0100502526038326,0.0120603031245992,0.0108542728121392,0.0104522627079859,0.0124623132287525,0.0116582930204459,0.0112562829162925,0.0128643233329058,0.0096482424996793,0.0112562829162925,0.0120603031245992,0.0160804041661322,0.0112562829162925,0.0108542728121392,0.0124623132287525,0.0124623132287525,0.0112562829162925,0.0104522627079859,0.0132663334370591,0.0128643233329058,0.0120603031245992,0.0108542728121392",original
"0.01965651670226011,0.003510699875049676,-0.01091336575444113,0.019386584154972995,0.014998312099431544,0.009468207859079354,0.041637962486924515,0.0166555105598224,0.018502385416101805,0.019813357277667535,0.006580558511742718,0.026585407680620912,0.00030045503431293426,0.00861122618862099,0.022905480096186523,0.020333236415896114,0.01789683597479968,0.003588944292349761,-0.001993138067555413,0.023399309331951446,0.013831894842031622,0.014886095659024838,0.001770736877454224,0.02009583094389933,0.029397159527013,0.02184166318643893,0.008231466458456555,0.0012105416874469647,0.01374085459557222,0.014958643678245164,0.008264681595180418,0.019689844391727593,0.014482577419616545,0.006451033328858539,0.005255083164892213,-0.003435336168572471,0.015857458077283063,-0.012848081804684202,0.013832019230610499,0.014922342915369969,0.021501478435090086,0.01569857977214829,0.00639008016068751,0.006054806224473299,0.014269443830603117,0.006710557733750448,0.018298991420828387,0.011863560234767586,-0.0007693771732382362,0.0385639708616215,0.0038279217674202417,0.008900737869644255,0.024766974919230425,0.01691173801783651,0.016298285705829405,-0.002173535323003538,0.0016305729720479441,0.027180228046873922,0.007853687573133495,0.019442292759223184,0.00818680981081631,0.02611532814825235,0.02261788543606437,0.015001702360126804,0.013400211766673564,0.0024091547407175205,0.019224414532151245,0.019783528400979244,0.019952561658083554,0.014790809808184839,0.01485433866955115,0.010778618642053794,0.020025539781627414,0.01637494924614862,0.011315317760447627,0.012438153425126278,0.009165368820585506,0.006248624795886912,0.003619308784519843,0.01569376794523629,0.005111228373112694,0.01677821085577303,-0.006864004095957258,-0.007670785545332471,-0.001582851481132467,0.009633891384209116,0.0032692462022152896,0.021594293997997983,-0.005577187628182295,0.017491573310853013,0.014019075590527005,0.012751759948202084,0.007671409618606093,0.008545880811860312,0.015577813343136269,0.01688023099183698,0.007522019513948995,0.006424415901842912,0.008037591444721836,0.0007706793129042492,0.010879143957923056,0.0024048834377381253,0.019781647835216402,0.006284929415478391,0.01938571275619367,0.006662538067206339,0.010737023546511187,0.026934693248060707,0.003468451845164068,0.014754231193245728,0.030858979535182154,0.010811556737999769,0.004038993298586138,0.011280754143323456,0.016611734907555447,0.015118544232195491,0.02453955258397615,0.011913657822815431,0.011406712578408537,0.00845880244430848,0.006863689251965558,0.012387043087025073,0.03492715375031902,0.01998457563273364,0.023333008221628652,0.009500886606639638,0.008110859682274183,0.010862133755254563,0.023530985105665127,-0.015336691114492453,0.000726553277197838,0.009129295809941759,0.016507871619759834,0.009107633655945352,0.0002696104328276279,-0.006154602162451615,0.01337796611035902,0.0035796572285738126,-0.003026209850093598,-0.004948738292169821,-0.0011830991842045873,-0.010296627912408103,0.006949017889459426,0.008915570454244862,0.017561752006527976,0.015735191652853916,0.006513003183514529,0.028719142403139955,0.008889784968208502,0.004131707058142149,0.003735485350257167,0.008288050999103687,0.026602830052039884,0.014293959050741248,0.005808875360984707,0.014367870863796872,0.031029637680785933,0.0075265743850417115,0.037244191122233296,0.0299854716479225,0.010700773569186061,0.009393630942687994,0.018571989335220168,0.024721243780090843,0.01145436760002536,0.022959136316168423,-0.00034693622840343413,0.01349819875285117,0.01808485729652266,0.01124946553898777,0.0069970287820810845,0.010246605723410556,0.012621633065278304,0.029267376532190095,-0.005431435561789627,0.010051821818367754,0.026175523709586493,0.021366917630281132,0.006714615394729531,0.006592803811855213,0.008664087716679782,0.012531117035833142,0.025143317156318595,0.017001045225495948,0.019234473810107483,0.013363735995227045,-0.0020542062534478923,-0.0015486519758714703,0.014479138607923405,0.026170255577690853,0.01581762306676668,0.025711382160877712,0.016516575594690084,0.0018886142823960513,0.018599192341468826,0.008703600639652437,0.021566322732592236,0.01812717127160817,0.0012416887440915379",noise
"0.0124623132287525,0.015105609661381759,0.012454715774845401,0.012890343676890587,0.014339127612034895,0.017099211507310037,0.01652839196548194,0.015359693969634495,0.01555704064181253,0.014243148939400593,0.013753674550612344,0.015485931467312567,0.013762656762128131,0.013145429127468522,0.014283849585331486,0.014440954078624743,0.016299925672989823,0.017443052435428257,0.01534543470885319,0.015034509843352131,0.01618270781270885,0.013684764146639694,0.01267618342753146,0.015840972090414573,0.013251681204523962,0.0122994264367959,0.014281772448918437,0.012952994602213157,0.011305011413765647,0.01375187810830917,0.01282525071281213,0.010605755603732163,0.014561044375296685,0.014426975511953311,0.015583163906970933,0.015360751250781665,0.014510594287283055,0.013862761638177469,0.014438044216352447,0.013808634457324548,0.013112831184842483,0.014002846711942397,0.014091910953003583,0.014793440385326956,0.014937773296621208,0.014639769716644414,0.013174303194903635,0.012955988672718442,0.01331803729209683,0.013171252985576396,0.01355007775625458,0.0136683435412124,0.013653672595736636,0.012348201716620726,0.01381756053001833,0.012501834959421948,0.013348127700674721,0.015532208569559485,0.014126024643822902,0.013512698657290455,0.014402807749093645,0.013805911724458818,0.013633163212775587,0.0128643233329058,0.01228298711842802,0.013531944916757084,0.015102241332063336,0.014609567030422606,0.014655301457390465,0.014556319357780609,0.012848735453337763,0.014126090139115205,0.01639938495258651,0.013286608908261941,0.013803881370397435,0.012412546163072911,0.013712618358808942,0.014050901543551835,0.014762208487368955,0.014427583682524685,0.015193728898939749,0.017765916157069142,0.013935807602035454,0.013403939046186829,0.017208120821938837,0.013300269354942202,0.012696861226958405,0.014900057364725224,0.014121196705133177,0.013410947042463215,0.013963072356574055,0.013596439066734488,0.012723171621523371,0.013214966414953212,0.013273594058034363,0.013517704368916429,0.012707527603133399,0.012786131310366836,0.012687673173095382,0.012427114187375025,0.012422697933379767,0.01212744515567967,0.012619108958524923,0.012349333849530535,0.010883315296040204,0.010957006856350997,0.012201454835981599,0.01227601654803295,0.01227015004113666,0.0133140795051477,0.01598509915936167,0.01389250585735316,0.012850906154454122,0.012108741571492119,0.011423352050486035,0.01354324753291442,0.012060303124599193,0.010645520602630205,0.010290975872455612,0.010854272812139226,0.011016963118218892,0.010519984840226808,0.011354394864161878,0.012292381014638256,0.01367064523291338,0.011269185488876097,0.011377542771755612,0.01252990437040875,0.01220910842871069,0.01119716873675428,0.009778110307845053,0.010759604045351038,0.011174769346786784,0.01098348566738186,0.012552565741545485,0.012510059296841085,0.013231153108622272,0.013128765253812673,0.01179083677912566,0.009985328056220115,0.010320617170457734,0.008588397679638843,0.0048038177092257295,0.010651209336590441,0.012224003929474354,0.011715872738850205,0.012052967651861302,0.011623515020233208,0.011209070167012706,0.011004397378567057,0.008884305410261986,0.010649974282506802,0.01192832075413914,0.010535965691548632,0.008525784180197475,0.00988838566714191,0.010800379543044514,0.009963274855654866,0.013026620667231543,0.01124272539078595,0.0121098175655799,0.012786440073887687,0.01329008015875397,0.012333231364094399,0.011847200156387227,0.011205336935351428,0.010387684349775512,0.014282754878302852,0.011116497249578168,0.0127050855643775,0.0124623132287525,0.01201297809767542,0.01172876595496347,0.010841894201894011,0.01110133976764526,0.011658293020445885,0.011842933605917233,0.010104987955256849,0.011842334791816095,0.010961030138592445,0.01088879818765304,0.011864668686491333,0.011749537319093718,0.011708060086125476,0.011871788960411694,0.010467981578138448,0.01116196969537678,0.012214273200332217,0.015767523798332198,0.01173146997488851,0.011181375014839035,0.01213876648477768,0.012193520549142649,0.011347835978461214,0.011233041443995404,0.01266474982078951,0.012807435993305838,0.012028481769010464,0.0108542728121392",time_warp
"0.0132663334370591,0.0168844243744388,0.0128643233329058,0.014472363749519,0.0172864344785921,0.0136683435412124,0.0124623132287525,0.0164824142702855,0.0148743738536723,0.0168844243744388,0.0152763839578256,0.0132663334370591,0.0128643233329058,0.0156783940619789,0.0132663334370591,0.0116582930204459,0.0152763839578256,0.0132663334370591,0.0124623132287525,0.0164824142702855,0.0148743738536723,0.0104522627079859,0.0156783940619789,0.0140703536453657,0.0132663334370591,0.014472363749519,0.0152763839578256,0.0128643233329058,0.014472363749519,0.0132663334370591,0.0116582930204459,0.0140703536453657,0.0148743738536723,0.0120603031245992,0.0140703536453657,0.0172864344785921,0.0124623132287525,0.0128643233329058,0.0136683435412124,0.0132663334370591,0.0120603031245992,0.0152763839578256,0.0132663334370591,0.0128643233329058,0.0148743738536723,0.014472363749519,0.0128643233329058,0.0140703536453657,0.0136683435412124,0.0140703536453657,0.0180904546868987,0.0116582930204459,0.0132663334370591,0.0148743738536723,0.0128643233329058,0.0160804041661322,0.0116582930204459,0.0192964849993587,0.0120603031245992,0.0164824142702855,0.0128643233329058,0.0140703536453657,0.0156783940619789,0.0136683435412124,0.0148743738536723,0.0172864344785921,0.0132663334370591,0.0128643233329058,0.0124623132287525,0.0140703536453657,0.0136683435412124,0.0152763839578256,0.0136683435412124,0.0148743738536723,0.0160804041661322,0.0140703536453657,0.0128643233329058,0.0156783940619789,0.0124623132287525,0.0128643233329058,0.0148743738536723,0.0116582930204459,0.0136683435412124,0.0168844243744388,0.0124623132287525,0.0136683435412124,0.0164824142702855,0.0136683435412124,0.0128643233329058,0.0140703536453657,0.0132663334370591,0.0128643233329058,0.0132663334370591,0.0132663334370591,0.0132663334370591,0.0124623132287525,0.0120603031245992,0.0128643233329058,0.0076381919789128,0.0108542728121392,0.0124623132287525,0.0124623132287525,0.0136683435412124,0.0120603031245992,0.0124623132287525,0.0128643233329058,0.0116582930204459,0.0132663334370591,0.0128643233329058,0.0120603031245992,0.0120603031245992,0.0096482424996793,0.0124623132287525,0.0084422121872194,0.0088442222913727,0.0108542728121392,0.0108542728121392,0.0112562829162925,0.0124623132287525,0.0104522627079859,0.0116582930204459,0.0116582930204459,0.0108542728121392,0.0128643233329058,0.0116582930204459,0.0104522627079859,0.0104522627079859,0.0100502526038326,0.0120603031245992,0.0112562829162925,0.0136683435412124,0.0108542728121392,0.0132663334370591,0.0112562829162925,0.0120603031245992,0.0128643233329058,0.0112562829162925,0.0108542728121392,0.0116582930204459,0.0116582930204459,0.0124623132287525,0.0128643233329058,0.0128643233329058,0.0104522627079859,0.0108542728121392,0.0120603031245992,0.0128643233329058,0.0108542728121392,0.0104522627079859,0.0100502526038326,0.0132663334370591,0.0108542728121392,0.0104522627079859,0.0112562829162925,0.0116582930204459,0.0120603031245992,0.0136683435412124,0.0124623132287525,0.0108542728121392,0.0104522627079859,0.0124623132287525,0.0120603031245992,0.0120603031245992,0.0124623132287525,0.0120603031245992,0.0128643233329058,0.0096482424996793,0.0108542728121392,0.0120603031245992,0.0136683435412124,0.0136683435412124,0.0112562829162925,0.0140703536453657",original
