Model: ,Oscilloscope MSO-X 2012A
Serial Number:,MY54020352
Address: ,USBInstrument4
Date: ,2025-06-03 19:30:35

Analog Sample Count:,914,

Setup Text Information:,
ANALOG,,,TRIGGER,,,HORIZONTAL,,,ACQUISITION,,,
Ch 1,,,,,,,,,,,,
Scale,100 mV/,,Sweep Mode,Auto,,Mode,ROLL,,Mode,NORM,,
Pos,286.5 mV,,Coup,DC,,Ref,CENT,,Realtime,On,,
Coup,DC,,Noise Rej,Off,,Main Scale,500 ms/,,Vectors,On,,
BW,Off,,HF Rej,Off,,Main Delay,-2.5 s,,Persistence,Off,,
Inv,Off,,Holdoff,40.0 ns,,,,,,,,
Imp,1M Ohm,,Mode,NONE,,,,,,,,
Probe,10 : 1,,Source,Ch 1,,,,,,,,
Skew,0 s,,Slope,POS,,,,,,,,
,,,Level,886.5 mV,,,,,,,,

Analog Channels,,,,
Sample Number,Time (s),1 (VOLT),,
1,-5,0.169917080085725,,
2,-4.99453125,0.165896979160607,,
3,-4.9890625,0.161876878235489,,
4,-4.98359375,0.169917080085725,,
5,-4.978125,0.157856777310371,,
6,-4.97265625,0.165896979160607,,
7,-4.9671875,0.169917080085725,,
8,-4.96171875,0.153836676385254,,
9,-4.95625,0.161876878235489,,
10,-4.95078125,0.169917080085725,,
11,-4.9453125,0.153836676385254,,
12,-4.93984375,0.153836676385254,,
13,-4.934375,0.169917080085725,,
14,-4.92890625,0.17795728193596,,
15,-4.9234375,0.161876878235489,,
16,-4.91796875,0.157856777310371,,
17,-4.9125,0.157856777310371,,
18,-4.90703125,0.157856777310371,,
19,-4.9015625,0.157856777310371,,
20,-4.89609375,0.161876878235489,,
21,-4.890625,0.17795728193596,,
22,-4.88515625,0.161876878235489,,
23,-4.8796875,0.161876878235489,,
24,-4.87421875,0.161876878235489,,
25,-4.86875,0.17795728193596,,
26,-4.86328125,0.157856777310371,,
27,-4.8578125,0.161876878235489,,
28,-4.85234375,0.161876878235489,,
29,-4.846875,0.169917080085725,,
30,-4.84140625,0.161876878235489,,
31,-4.8359375,0.185997483786196,,
32,-4.83046875,0.157856777310371,,
33,-4.825,0.0975552634336054,,
34,-4.81953125,0.157856777310371,,
35,-4.8140625,0.165896979160607,,
36,-4.80859375,0.173937181010842,,
37,-4.803125,0.161876878235489,,
38,-4.79765625,0.173937181010842,,
39,-4.7921875,0.161876878235489,,
40,-4.78671875,0.161876878235489,,
41,-4.78125,0.157856777310371,,
42,-4.77578125,0.117655768059194,,
43,-4.7703125,0.165896979160607,,
44,-4.76484375,0.169917080085725,,
45,-4.759375,0.165896979160607,,
46,-4.75390625,0.161876878235489,,
47,-4.7484375,0.157856777310371,,
48,-4.74296875,0.161876878235489,,
49,-4.7375,0.169917080085725,,
50,-4.73203125,0.169917080085725,,
51,-4.7265625,0.165896979160607,,
52,-4.72109375,0.17795728193596,,
53,-4.715625,0.157856777310371,,
54,-4.71015625,0.165896979160607,,
55,-4.7046875,0.157856777310371,,
56,-4.69921875,0.161876878235489,,
57,-4.69375,0.165896979160607,,
58,-4.68828125,0.181977382861078,,
59,-4.6828125,0.165896979160607,,
