Model: ,Oscilloscope MSO-X 2012A
Serial Number:,MY54020352
Address: ,USBInstrument4
Date: ,2025-06-02 12:01:51

Analog Sample Count:,914,

Setup Text Information:,
ANALOG,,,TRIGGER,,,HORIZONTAL,,,ACQUISITION,,,MEASUREMENTS,,,,,,
Ch 1,,,,,,,,,,,,Pk-Pk(1),,,Frequency(1),,,
Scale,10 mV/,,Sweep Mode,Auto,,Mode,ROLL,,Mode,NORM,,Cur,0.031,,Cur,98,,
Pos,4.25 mV,,Coup,DC,,Ref,CENT,,Realtime,On,,,,,,,,
Coup,DC,,Noise Rej,Off,,Main Scale,500 ms/,,Vectors,On,,,,,,,,
BW,Off,,HF Rej,Off,,Main Delay,-2.5 s,,Persistence,Off,,,,,,,,
Inv,Off,,Holdoff,40.0 ns,,,,,,,,,,,,,,
Imp,1M Ohm,,Mode,NONE,,,,,,,,,,,,,,
Probe,1 : 1,,Source,Ch 1,,,,,,,,,,,,,,
Skew,0 s,,Slope,POS,,,,,,,,,,,,,,
,,,Level,64.25 mV,,,,,,,,,,,,,,

Analog Channels,,,,
Sample Number,Time (s),1 (VOLT),,
1,-5,0.0348027681466192,,
2,-4.99453125,0.0352047782507725,,
3,-4.9890625,0.0368128186673857,,
4,-4.98359375,0.0368128186673857,,
5,-4.978125,0.0396268893964589,,
6,-4.97265625,0.0384208590839989,,
7,-4.9671875,0.0396268893964589,,
8,-4.96171875,0.042440960125532,,
9,-4.95625,0.0364108085632324,,
10,-4.95078125,0.0352047782507725,,
11,-4.9453125,0.0356067883549258,,
12,-4.93984375,0.0368128186673857,,
13,-4.934375,0.0352047782507725,,
14,-4.92890625,0.0356067883549258,,
15,-4.9234375,0.0356067883549258,,
16,-4.91796875,0.0360087984590791,,
17,-4.9125,0.0388228691881523,,
18,-4.90703125,0.0376168388756923,,
19,-4.9015625,0.0396268893964589,,
20,-4.89609375,0.0364108085632324,,
21,-4.890625,0.0352047782507725,,
22,-4.88515625,0.0356067883549258,,
23,-4.8796875,0.0384208590839989,,
24,-4.87421875,0.0339987479383126,,
25,-4.86875,0.0360087984590791,,
26,-4.86328125,0.0368128186673857,,
27,-4.8578125,0.0388228691881523,,
28,-4.85234375,0.0368128186673857,,
29,-4.846875,0.0356067883549258,,
30,-4.84140625,0.0348027681466192,,
31,-4.8359375,0.0352047782507725,,
32,-4.83046875,0.0364108085632324,,
33,-4.825,0.0364108085632324,,
34,-4.81953125,0.037214828771539,,
35,-4.8140625,0.0384208590839989,,
36,-4.80859375,0.0396268893964589,,
37,-4.803125,0.0376168388756923,,
38,-4.79765625,0.0368128186673857,,
39,-4.7921875,0.0352047782507725,,
40,-4.78671875,0.0360087984590791,,
41,-4.78125,0.0360087984590791,,
42,-4.77578125,0.037214828771539,,
43,-4.7703125,0.0352047782507725,,
44,-4.76484375,0.0348027681466192,,
45,-4.759375,0.0364108085632324,,
46,-4.75390625,0.0388228691881523,,
47,-4.7484375,0.0368128186673857,,
48,-4.74296875,0.0368128186673857,,
49,-4.7375,0.0364108085632324,,
50,-4.73203125,0.0339987479383126,,
51,-4.7265625,0.0360087984590791,,
52,-4.72109375,0.0339987479383126,,
53,-4.715625,0.0348027681466192,,
54,-4.71015625,0.0364108085632324,,
55,-4.7046875,0.0356067883549258,,
56,-4.69921875,0.037214828771539,,
57,-4.69375,0.037214828771539,,
58,-4.68828125,0.037214828771539,,
59,-4.6828125,0.0396268893964589,,
60,-4.67734375,0.0344007580424659,,
61,-4.671875,0.0376168388756923,,
62,-4.66640625,0.0360087984590791,,
63,-4.6609375,0.0348027681466192,,
64,-4.65546875,0.0360087984590791,,
65,-4.65,0.0368128186673857,,
66,-4.64453125,0.0380188489798456,,
67,-4.6390625,0.0348027681466192,,
68,-4.63359375,0.0352047782507725,,
69,-4.628125,0.0348027681466192,,
70,-4.62265625,0.0348027681466192,,
71,-4.6171875,0.0364108085632324,,
72,-4.61171875,0.0344007580424659,,
73,-4.60625,0.0368128186673857,,
74,-4.60078125,0.0356067883549258,,
75,-4.5953125,0.0344007580424659,,
76,-4.58984375,0.0356067883549258,,
77,-4.584375,0.0364108085632324,,
78,-4.57890625,0.037214828771539,,
79,-4.5734375,0.0352047782507725,,
80,-4.56796875,0.0360087984590791,,
81,-4.5625,0.0348027681466192,,
82,-4.55703125,0.0348027681466192,,
83,-4.5515625,0.0352047782507725,,
84,-4.54609375,0.0360087984590791,,
85,-4.540625,0.0352047782507725,,
86,-4.53515625,0.037214828771539,,
87,-4.5296875,0.0344007580424659,,
88,-4.52421875,0.0339987479383126,,
89,-4.51875,0.0364108085632324,,
90,-4.51328125,0.0356067883549258,,
91,-4.5078125,0.0376168388756923,,
92,-4.50234375,0.0348027681466192,,
93,-4.496875,0.0364108085632324,,
94,-4.49140625,0.0344007580424659,,
95,-4.4859375,0.0352047782507725,,
96,-4.48046875,0.0356067883549258,,
97,-4.475,0.0344007580424659,,
98,-4.46953125,0.0335967378341593,,
99,-4.4640625,0.0360087984590791,,
100,-4.45859375,0.0356067883549258,,
101,-4.453125,0.037214828771539,,
102,-4.44765625,0.0352047782507725,,
103,-4.4421875,0.0348027681466192,,
104,-4.43671875,0.0344007580424659,,
105,-4.43125,0.0356067883549258,,
106,-4.42578125,0.0356067883549258,,
107,-4.4203125,0.0356067883549258,,
108,-4.41484375,0.0356067883549258,,
109,-4.409375,0.0356067883549258,,
110,-4.40390625,0.0339987479383126,,
111,-4.3984375,0.0348027681466192,,
112,-4.39296875,0.0348027681466192,,
113,-4.3875,0.0348027681466192,,
114,-4.38203125,0.0368128186673857,,
115,-4.3765625,0.0352047782507725,,
116,-4.37109375,0.0376168388756923,,
117,-4.365625,0.0360087984590791,,
118,-4.36015625,0.0348027681466192,,
119,-4.3546875,0.037214828771539,,
120,-4.34921875,0.0348027681466192,,
121,-4.34375,0.037214828771539,,
122,-4.33828125,0.0352047782507725,,
123,-4.3328125,0.0348027681466192,,
124,-4.32734375,0.0376168388756923,,
125,-4.321875,0.0356067883549258,,
126,-4.31640625,0.0348027681466192,,
127,-4.3109375,0.0356067883549258,,
128,-4.30546875,0.0404309096047655,,
129,-4.3,0.0388228691881523,,
130,-4.29453125,0.037214828771539,,
131,-4.2890625,0.0380188489798456,,
132,-4.28359375,0.0412349298130721,,
133,-4.278125,0.0392248792923056,,
134,-4.27265625,0.0376168388756923,,
135,-4.2671875,0.0356067883549258,,
136,-4.26171875,0.0388228691881523,,
137,-4.25625,0.0380188489798456,,
138,-4.25078125,0.0352047782507725,,
139,-4.2453125,0.0396268893964589,,
140,-4.23984375,0.0400288995006122,,
141,-4.234375,0.0376168388756923,,
142,-4.22890625,0.0512851824169047,,
143,-4.2234375,0.0400288995006122,,
144,-4.21796875,0.0376168388756923,,
145,-4.2125,0.0416369399172254,,
146,-4.20703125,0.0416369399172254,,
147,-4.2015625,0.0356067883549258,,
148,-4.19609375,0.0404309096047655,,
149,-4.190625,0.0404309096047655,,
150,-4.18515625,0.0368128186673857,,
151,-4.1796875,0.0400288995006122,,
152,-4.17421875,0.0364108085632324,,
153,-4.16875,0.0376168388756923,,
154,-4.16328125,0.0400288995006122,,
155,-4.1578125,0.0364108085632324,,
156,-4.15234375,0.0352047782507725,,
157,-4.146875,0.0352047782507725,,
158,-4.14140625,0.0356067883549258,,
159,-4.1359375,0.0376168388756923,,
160,-4.13046875,0.037214828771539,,
161,-4.125,0.0376168388756923,,
162,-4.11953125,0.0408329197089188,,
163,-4.1140625,0.037214828771539,,
164,-4.10859375,0.0392248792923056,,
165,-4.103125,0.0380188489798456,,
166,-4.09765625,0.0368128186673857,,
167,-4.0921875,0.0368128186673857,,
