File,Peak Range,Peak Data
{'Trace 50.csv'},98-291,"0.218158291187137,0.194037685636431,0.181977382861078,0.21413819026202,0.169917080085725,0.181977382861078,0.218158291187137,0.17795728193596,0.190017584711313,0.222178392112255,0.198057786561549,0.185997483786196,0.21413819026202,0.17795728193596,0.173937181010842,0.210118089336902,0.194037685636431,0.181977382861078,0.226198493037373,0.194037685636431,0.185997483786196,0.206097988411784,0.198057786561549,0.202077887486666,0.206097988411784,0.190017584711313,0.169917080085725,0.190017584711313,0.198057786561549,0.173937181010842,0.190017584711313,0.194037685636431,0.173937181010842,0.181977382861078,0.190017584711313,0.169917080085725,0.185997483786196,0.190017584711313,0.173937181010842,0.190017584711313,0.210118089336902,0.181977382861078,0.190017584711313,0.222178392112255,0.161876878235489,0.206097988411784,0.185997483786196,0.194037685636431,0.181977382861078,0.185997483786196,0.17795728193596,0.194037685636431,0.190017584711313,0.17795728193596,0.190017584711313,0.198057786561549,0.185997483786196,0.185997483786196,0.198057786561549,0.190017584711313,0.190017584711313,0.202077887486666,0.181977382861078,0.190017584711313,0.202077887486666,0.198057786561549,0.185997483786196,0.206097988411784,0.181977382861078,0.169917080085725,0.210118089336902,0.190017584711313,0.165896979160607,0.202077887486666,0.194037685636431,0.173937181010842,0.210118089336902,0.17795728193596,0.169917080085725,0.210118089336902,0.181977382861078,0.169917080085725,0.210118089336902,0.194037685636431,0.190017584711313,0.202077887486666,0.181977382861078,0.173937181010842,0.21413819026202,0.198057786561549,0.173937181010842,0.206097988411784,0.198057786561549,0.194037685636431,0.185997483786196,0.226198493037373,0.181977382861078,0.185997483786196,0.190017584711313,0.173937181010842,0.194037685636431,0.173937181010842,0.17795728193596,0.190017584711313,0.181977382861078,0.17795728193596,0.190017584711313,0.194037685636431,0.169917080085725,0.190017584711313,0.17795728193596,0.173937181010842,0.198057786561549,0.21413819026202,0.169917080085725,0.194037685636431,0.181977382861078,0.181977382861078,0.190017584711313,0.190017584711313,0.194037685636431,0.194037685636431,0.173937181010842,0.194037685636431,0.173937181010842,0.181977382861078,0.190017584711313,0.17795728193596,0.190017584711313,0.190017584711313,0.173937181010842,0.194037685636431,0.173937181010842,0.173937181010842,0.185997483786196,0.185997483786196,0.165896979160607,0.190017584711313,0.185997483786196,0.173937181010842,0.222178392112255,0.169917080085725,0.165896979160607,0.202077887486666,0.17795728193596,0.185997483786196,0.185997483786196,0.173937181010842,0.17795728193596,0.198057786561549,0.194037685636431,0.169917080085725,0.17795728193596,0.17795728193596,0.17795728193596,0.194037685636431,0.173937181010842,0.194037685636431,0.17795728193596,0.181977382861078,0.17795728193596,0.181977382861078,0.190017584711313,0.17795728193596,0.206097988411784,0.190017584711313,0.169917080085725,0.206097988411784,0.194037685636431,0.169917080085725,0.198057786561549,0.17795728193596,0.165896979160607,0.190017584711313,0.181977382861078,0.181977382861078,0.181977382861078,0.202077887486666,0.157856777310371,0.190017584711313,0.185997483786196,0.181977382861078,0.190017584711313,0.173937181010842,0.173937181010842,0.181977382861078,0.190017584711313,0.17795728193596,0.17795728193596,0.173937181010842,0.185997483786196,0.198057786561549,0.17795728193596,0.185997483786196"
{'Trace 50.csv'},389-572,"0.17795728193596,0.194037685636431,0.190017584711313,0.165896979160607,0.198057786561549,0.218158291187137,0.17795728193596,0.185997483786196,0.202077887486666,0.17795728193596,0.21413819026202,0.198057786561549,0.169917080085725,0.222178392112255,0.173937181010842,0.185997483786196,0.194037685636431,0.194037685636431,0.181977382861078,0.194037685636431,0.190017584711313,0.202077887486666,0.198057786561549,0.198057786561549,0.206097988411784,0.194037685636431,0.206097988411784,0.202077887486666,0.190017584711313,0.202077887486666,0.190017584711313,0.185997483786196,0.206097988411784,0.190017584711313,0.165896979160607,0.21413819026202,0.194037685636431,0.194037685636431,0.206097988411784,0.202077887486666,0.185997483786196,0.206097988411784,0.198057786561549,0.169917080085725,0.21413819026202,0.181977382861078,0.181977382861078,0.218158291187137,0.194037685636431,0.202077887486666,0.218158291187137,0.190017584711313,0.165896979160607,0.194037685636431,0.190017584711313,0.173937181010842,0.198057786561549,0.194037685636431,0.169917080085725,0.161876878235489,0.194037685636431,0.194037685636431,0.198057786561549,0.202077887486666,0.169917080085725,0.190017584711313,0.21413819026202,0.17795728193596,0.190017584711313,0.190017584711313,0.185997483786196,0.181977382861078,0.202077887486666,0.181977382861078,0.198057786561549,0.202077887486666,0.17795728193596,0.194037685636431,0.190017584711313,0.185997483786196,0.206097988411784,0.206097988411784,0.181977382861078,0.198057786561549,0.210118089336902,0.17795728193596,0.210118089336902,0.190017584711313,0.17795728193596,0.190017584711313,0.190017584711313,0.173937181010842,0.185997483786196,0.185997483786196,0.185997483786196,0.190017584711313,0.190017584711313,0.173937181010842,0.17795728193596,0.198057786561549,0.169917080085725,0.169917080085725,0.185997483786196,0.165896979160607,0.173937181010842,0.17795728193596,0.185997483786196,0.173937181010842,0.185997483786196,0.17795728193596,0.169917080085725,0.194037685636431,0.181977382861078,0.17795728193596,0.185997483786196,0.169917080085725,0.17795728193596,0.202077887486666,0.17795728193596,0.17795728193596,0.17795728193596,0.185997483786196,0.173937181010842,0.206097988411784,0.194037685636431,0.190017584711313,0.190017584711313,0.17795728193596,0.165896979160607,0.12569596990943,0.185997483786196,0.169917080085725,0.181977382861078,0.185997483786196,0.17795728193596,0.190017584711313,0.190017584711313,0.173937181010842,0.185997483786196,0.185997483786196,0.173937181010842,0.181977382861078,0.181977382861078,0.173937181010842,0.185997483786196,0.181977382861078,0.190017584711313,0.198057786561549,0.181977382861078,0.17795728193596,0.185997483786196,0.190017584711313,0.185997483786196,0.190017584711313,0.190017584711313,0.169917080085725,0.17795728193596,0.181977382861078,0.17795728193596,0.185997483786196,0.198057786561549,0.185997483786196,0.181977382861078,0.185997483786196,0.169917080085725,0.181977382861078,0.190017584711313,0.198057786561549,0.181977382861078,0.194037685636431,0.185997483786196,0.165896979160607,0.190017584711313,0.181977382861078,0.173937181010842,0.198057786561549,0.181977382861078,0.169917080085725,0.198057786561549,0.181977382861078,0.169917080085725,0.194037685636431,0.169917080085725,0.185997483786196"
{'Trace 50.csv'},672-874,"0.198057786561549,0.17795728193596,0.206097988411784,0.194037685636431,0.185997483786196,0.21413819026202,0.198057786561549,0.198057786561549,0.218158291187137,0.190017584711313,0.165896979160607,0.202077887486666,0.190017584711313,0.185997483786196,0.222178392112255,0.198057786561549,0.181977382861078,0.234238694887608,0.202077887486666,0.173937181010842,0.206097988411784,0.181977382861078,0.190017584711313,0.210118089336902,0.218158291187137,0.181977382861078,0.194037685636431,0.185997483786196,0.181977382861078,0.190017584711313,0.185997483786196,0.173937181010842,0.194037685636431,0.206097988411784,0.194037685636431,0.169917080085725,0.206097988411784,0.173937181010842,0.185997483786196,0.181977382861078,0.185997483786196,0.17795728193596,0.198057786561549,0.173937181010842,0.185997483786196,0.194037685636431,0.17795728193596,0.181977382861078,0.198057786561549,0.181977382861078,0.181977382861078,0.194037685636431,0.185997483786196,0.181977382861078,0.202077887486666,0.169917080085725,0.210118089336902,0.206097988411784,0.181977382861078,0.190017584711313,0.194037685636431,0.181977382861078,0.173937181010842,0.218158291187137,0.190017584711313,0.194037685636431,0.206097988411784,0.190017584711313,0.181977382861078,0.21413819026202,0.198057786561549,0.181977382861078,0.206097988411784,0.185997483786196,0.153836676385254,0.198057786561549,0.173937181010842,0.169917080085725,0.202077887486666,0.181977382861078,0.194037685636431,0.202077887486666,0.17795728193596,0.169917080085725,0.21413819026202,0.198057786561549,0.190017584711313,0.218158291187137,0.190017584711313,0.17795728193596,0.202077887486666,0.185997483786196,0.181977382861078,0.181977382861078,0.169917080085725,0.17795728193596,0.17795728193596,0.173937181010842,0.17795728193596,0.190017584711313,0.169917080085725,0.181977382861078,0.161876878235489,0.185997483786196,0.198057786561549,0.21413819026202,0.169917080085725,0.185997483786196,0.169917080085725,0.258359300438315,0.157856777310371,0.157856777310371,0.161876878235489,0.17795728193596,0.17795728193596,0.185997483786196,0.169917080085725,0.173937181010842,0.161876878235489,0.169917080085725,0.169917080085725,0.157856777310371,0.169917080085725,0.169917080085725,0.169917080085725,0.161876878235489,0.157856777310371,0.157856777310371,0.165896979160607,0.165896979160607,0.169917080085725,0.153836676385254,0.165896979160607"
{'Trace 51.csv'},70-254,"0.181977382861078,0.190017584711313,0.222178392112255,0.185997483786196,0.185997483786196,0.218158291187137,0.198057786561549,0.17795728193596,0.194037685636431,0.185997483786196,0.173937181010842,0.210118089336902,0.190017584711313,0.185997483786196,0.218158291187137,0.17795728193596,0.181977382861078,0.218158291187137,0.185997483786196,0.190017584711313,0.21413819026202,0.181977382861078,0.181977382861078,0.218158291187137,0.190017584711313,0.169917080085725,0.202077887486666,0.181977382861078,0.185997483786196,0.210118089336902,0.181977382861078,0.181977382861078,0.206097988411784,0.181977382861078,0.190017584711313,0.202077887486666,0.181977382861078,0.173937181010842,0.181977382861078,0.185997483786196,0.181977382861078,0.181977382861078,0.190017584711313,0.190017584711313,0.169917080085725,0.190017584711313,0.17795728193596,0.17795728193596,0.21413819026202,0.173937181010842,0.181977382861078,0.210118089336902,0.169917080085725,0.194037685636431,0.181977382861078,0.17795728193596,0.173937181010842,0.17795728193596,0.169917080085725,0.190017584711313,0.190017584711313,0.181977382861078,0.181977382861078,0.202077887486666,0.185997483786196,0.181977382861078,0.198057786561549,0.194037685636431,0.190017584711313,0.194037685636431,0.181977382861078,0.185997483786196,0.198057786561549,0.17795728193596,0.190017584711313,0.226198493037373,0.185997483786196,0.173937181010842,0.206097988411784,0.190017584711313,0.185997483786196,0.190017584711313,0.173937181010842,0.17795728193596,0.202077887486666,0.173937181010842,0.169917080085725,0.218158291187137,0.17795728193596,0.173937181010842,0.185997483786196,0.194037685636431,0.173937181010842,0.181977382861078,0.165896979160607,0.165896979160607,0.165896979160607,0.185997483786196,0.185997483786196,0.169917080085725,0.169917080085725,0.165896979160607,0.165896979160607,0.161876878235489,0.165896979160607,0.169917080085725,0.153836676385254,0.194037685636431,0.161876878235489,0.173937181010842,0.169917080085725,0.169917080085725,0.17795728193596,0.17795728193596,0.165896979160607,0.173937181010842,0.173937181010842,0.165896979160607,0.173937181010842,0.153836676385254,0.165896979160607,0.165896979160607,0.161876878235489,0.157856777310371,0.157856777310371,0.169917080085725,0.161876878235489,0.17795728193596,0.17795728193596,0.173937181010842,0.181977382861078,0.185997483786196,0.161876878235489,0.161876878235489,0.165896979160607,0.17795728193596,0.157856777310371,0.161876878235489,0.169917080085725,0.169917080085725,0.161876878235489,0.169917080085725,0.169917080085725,0.157856777310371,0.1417763736099,0.153836676385254,0.169917080085725,0.190017584711313,0.165896979160607,0.157856777310371,0.165896979160607,0.161876878235489,0.161876878235489,0.165896979160607,0.153836676385254,0.169917080085725,0.165896979160607,0.169917080085725,0.157856777310371,0.165896979160607,0.169917080085725,0.161876878235489,0.198057786561549,0.230218593962491,0.198057786561549,0.210118089336902,0.206097988411784,0.190017584711313,0.17795728193596,0.206097988411784,0.218158291187137,0.17795728193596,0.210118089336902,0.190017584711313,0.190017584711313,0.206097988411784,0.185997483786196,0.202077887486666,0.202077887486666,0.218158291187137,0.210118089336902,0.230218593962491,0.185997483786196,0.17795728193596,0.198057786561549"
{'Trace 51.csv'},305-499,"0.181977382861078,0.194037685636431,0.206097988411784,0.173937181010842,0.190017584711313,0.21413819026202,0.173937181010842,0.17795728193596,0.194037685636431,0.185997483786196,0.185997483786196,0.181977382861078,0.165896979160607,0.185997483786196,0.218158291187137,0.169917080085725,0.21413819026202,0.198057786561549,0.17795728193596,0.181977382861078,0.222178392112255,0.17795728193596,0.194037685636431,0.198057786561549,0.185997483786196,0.194037685636431,0.206097988411784,0.185997483786196,0.181977382861078,0.210118089336902,0.190017584711313,0.185997483786196,0.185997483786196,0.173937181010842,0.190017584711313,0.198057786561549,0.185997483786196,0.185997483786196,0.206097988411784,0.185997483786196,0.194037685636431,0.218158291187137,0.226198493037373,0.17795728193596,0.222178392112255,0.190017584711313,0.173937181010842,0.198057786561549,0.21413819026202,0.173937181010842,0.206097988411784,0.185997483786196,0.173937181010842,0.210118089336902,0.181977382861078,0.169917080085725,0.222178392112255,0.181977382861078,0.181977382861078,0.210118089336902,0.185997483786196,0.206097988411784,0.218158291187137,0.206097988411784,0.173937181010842,0.21413819026202,0.206097988411784,0.198057786561549,0.202077887486666,0.202077887486666,0.185997483786196,0.210118089336902,0.202077887486666,0.185997483786196,0.198057786561549,0.254339199513197,0.181977382861078,0.181977382861078,0.21413819026202,0.181977382861078,0.181977382861078,0.17795728193596,0.194037685636431,0.190017584711313,0.21413819026202,0.173937181010842,0.202077887486666,0.181977382861078,0.185997483786196,0.194037685636431,0.194037685636431,0.190017584711313,0.17795728193596,0.194037685636431,0.17795728193596,0.198057786561549,0.210118089336902,0.181977382861078,0.194037685636431,0.198057786561549,0.190017584711313,0.185997483786196,0.17795728193596,0.181977382861078,0.17795728193596,0.181977382861078,0.169917080085725,0.185997483786196,0.194037685636431,0.165896979160607,0.173937181010842,0.202077887486666,0.169917080085725,0.169917080085725,0.194037685636431,0.185997483786196,0.17795728193596,0.194037685636431,0.173937181010842,0.165896979160607,0.198057786561549,0.17795728193596,0.173937181010842,0.181977382861078,0.173937181010842,0.165896979160607,0.194037685636431,0.17795728193596,0.181977382861078,0.194037685636431,0.181977382861078,0.149816575460136,0.181977382861078,0.17795728193596,0.17795728193596,0.181977382861078,0.194037685636431,0.17795728193596,0.190017584711313,0.185997483786196,0.185997483786196,0.185997483786196,0.190017584711313,0.190017584711313,0.194037685636431,0.185997483786196,0.17795728193596,0.185997483786196,0.181977382861078,0.169917080085725,0.17795728193596,0.190017584711313,0.169917080085725,0.181977382861078,0.194037685636431,0.202077887486666,0.185997483786196,0.194037685636431,0.190017584711313,0.202077887486666,0.181977382861078,0.173937181010842,0.190017584711313,0.190017584711313,0.17795728193596,0.17795728193596,0.17795728193596,0.169917080085725,0.173937181010842,0.194037685636431,0.17795728193596,0.190017584711313,0.181977382861078,0.173937181010842,0.185997483786196,0.21413819026202,0.173937181010842,0.190017584711313,0.206097988411784,0.190017584711313,0.181977382861078,0.185997483786196,0.185997483786196,0.165896979160607,0.198057786561549,0.161876878235489,0.17795728193596,0.190017584711313,0.181977382861078,0.173937181010842,0.210118089336902,0.173937181010842,0.17795728193596,0.17795728193596,0.181977382861078"
{'Trace 51.csv'},599-790,"0.218158291187137,0.198057786561549,0.181977382861078,0.21413819026202,0.190017584711313,0.173937181010842,0.206097988411784,0.194037685636431,0.190017584711313,0.242278896737844,0.218158291187137,0.206097988411784,0.210118089336902,0.206097988411784,0.181977382861078,0.21413819026202,0.185997483786196,0.17795728193596,0.206097988411784,0.181977382861078,0.173937181010842,0.206097988411784,0.198057786561549,0.169917080085725,0.210118089336902,0.198057786561549,0.17795728193596,0.198057786561549,0.194037685636431,0.17795728193596,0.165896979160607,0.194037685636431,0.173937181010842,0.169917080085725,0.202077887486666,0.181977382861078,0.173937181010842,0.202077887486666,0.169917080085725,0.190017584711313,0.185997483786196,0.169917080085725,0.181977382861078,0.198057786561549,0.17795728193596,0.21413819026202,0.185997483786196,0.173937181010842,0.17795728193596,0.226198493037373,0.190017584711313,0.17795728193596,0.202077887486666,0.185997483786196,0.198057786561549,0.21413819026202,0.194037685636431,0.185997483786196,0.194037685636431,0.185997483786196,0.173937181010842,0.202077887486666,0.190017584711313,0.202077887486666,0.206097988411784,0.185997483786196,0.181977382861078,0.21413819026202,0.181977382861078,0.185997483786196,0.190017584711313,0.185997483786196,0.185997483786196,0.194037685636431,0.185997483786196,0.173937181010842,0.198057786561549,0.181977382861078,0.181977382861078,0.190017584711313,0.17795728193596,0.190017584711313,0.210118089336902,0.181977382861078,0.181977382861078,0.218158291187137,0.17795728193596,0.181977382861078,0.210118089336902,0.194037685636431,0.17795728193596,0.202077887486666,0.190017584711313,0.185997483786196,0.185997483786196,0.21413819026202,0.181977382861078,0.173937181010842,0.169917080085725,0.173937181010842,0.165896979160607,0.145796474535018,0.181977382861078,0.157856777310371,0.169917080085725,0.169917080085725,0.149816575460136,0.218158291187137,0.169917080085725,0.17795728193596,0.181977382861078,0.181977382861078,0.165896979160607,0.181977382861078,0.169917080085725,0.17795728193596,0.17795728193596,0.198057786561549,0.169917080085725,0.165896979160607,0.185997483786196,0.165896979160607,0.169917080085725,0.157856777310371,0.185997483786196,0.17795728193596,0.157856777310371,0.234238694887608,0.161876878235489,0.169917080085725,0.161876878235489,0.165896979160607,0.17795728193596,0.165896979160607,0.173937181010842,0.17795728193596,0.17795728193596,0.173937181010842,0.157856777310371,0.181977382861078,0.185997483786196,0.165896979160607,0.157856777310371,0.165896979160607,0.165896979160607,0.161876878235489,0.169917080085725,0.173937181010842,0.161876878235489,0.234238694887608,0.173937181010842,0.181977382861078,0.194037685636431,0.173937181010842,0.161876878235489,0.169917080085725,0.181977382861078,0.157856777310371,0.101575364358723,0.157856777310371,0.157856777310371,0.169917080085725,0.165896979160607,0.157856777310371,0.165896979160607,0.165896979160607,0.173937181010842,0.149816575460136,0.165896979160607,0.17795728193596,0.165896979160607,0.157856777310371,0.165896979160607,0.161876878235489,0.157856777310371,0.17795728193596,0.210118089336902,0.165896979160607,0.165896979160607,0.161876878235489,0.157856777310371,0.165896979160607,0.161876878235489,0.173937181010842,0.17795728193596,0.173937181010842,0.173937181010842,0.173937181010842,0.169917080085725,0.181977382861078,0.17795728193596,0.17795728193596"
{'Trace 52.csv'},102-279,"0.17795728193596,0.185997483786196,0.169917080085725,0.17795728193596,0.202077887486666,0.185997483786196,0.181977382861078,0.206097988411784,0.198057786561549,0.185997483786196,0.190017584711313,0.190017584711313,0.181977382861078,0.206097988411784,0.190017584711313,0.105595465283841,0.210118089336902,0.190017584711313,0.185997483786196,0.21413819026202,0.185997483786196,0.173937181010842,0.210118089336902,0.190017584711313,0.169917080085725,0.190017584711313,0.185997483786196,0.181977382861078,0.222178392112255,0.181977382861078,0.173937181010842,0.202077887486666,0.190017584711313,0.17795728193596,0.202077887486666,0.194037685636431,0.17795728193596,0.21413819026202,0.181977382861078,0.181977382861078,0.198057786561549,0.202077887486666,0.194037685636431,0.198057786561549,0.185997483786196,0.17795728193596,0.169917080085725,0.181977382861078,0.173937181010842,0.181977382861078,0.206097988411784,0.173937181010842,0.173937181010842,0.206097988411784,0.17795728193596,0.173937181010842,0.202077887486666,0.169917080085725,0.190017584711313,0.21413819026202,0.198057786561549,0.190017584711313,0.190017584711313,0.17795728193596,0.17795728193596,0.181977382861078,0.194037685636431,0.181977382861078,0.190017584711313,0.17795728193596,0.185997483786196,0.190017584711313,0.17795728193596,0.173937181010842,0.198057786561549,0.185997483786196,0.218158291187137,0.202077887486666,0.198057786561549,0.181977382861078,0.21413819026202,0.17795728193596,0.17795728193596,0.181977382861078,0.173937181010842,0.181977382861078,0.190017584711313,0.17795728193596,0.169917080085725,0.190017584711313,0.181977382861078,0.173937181010842,0.169917080085725,0.181977382861078,0.181977382861078,0.169917080085725,0.173937181010842,0.17795728193596,0.161876878235489,0.165896979160607,0.173937181010842,0.169917080085725,0.173937181010842,0.181977382861078,0.173937181010842,0.165896979160607,0.173937181010842,0.181977382861078,0.165896979160607,0.169917080085725,0.169917080085725,0.190017584711313,0.173937181010842,0.153836676385254,0.173937181010842,0.169917080085725,0.173937181010842,0.161876878235489,0.169917080085725,0.185997483786196,0.169917080085725,0.161876878235489,0.165896979160607,0.165896979160607,0.161876878235489,0.17795728193596,0.173937181010842,0.165896979160607,0.181977382861078,0.161876878235489,0.169917080085725,0.17795728193596,0.173937181010842,0.181977382861078,0.17795728193596,0.169917080085725,0.173937181010842,0.161876878235489,0.157856777310371,0.157856777310371,0.165896979160607,0.181977382861078,0.173937181010842,0.165896979160607,0.17795728193596,0.169917080085725,0.169917080085725,0.169917080085725,0.173937181010842,0.173937181010842,0.157856777310371,0.17795728193596,0.165896979160607,0.161876878235489,0.165896979160607,0.169917080085725,0.161876878235489,0.161876878235489,0.165896979160607,0.157856777310371,0.173937181010842,0.181977382861078,0.17795728193596,0.173937181010842,0.169917080085725,0.17795728193596,0.161876878235489,0.173937181010842,0.161876878235489,0.169917080085725,0.17795728193596,0.169917080085725,0.157856777310371,0.165896979160607,0.157856777310371,0.157856777310371,0.169917080085725,0.157856777310371"
{'Trace 52.csv'},369-556,"0.173937181010842,0.190017584711313,0.210118089336902,0.181977382861078,0.190017584711313,0.206097988411784,0.194037685636431,0.202077887486666,0.21413819026202,0.198057786561549,0.185997483786196,0.21413819026202,0.185997483786196,0.17795728193596,0.226198493037373,0.185997483786196,0.17795728193596,0.173937181010842,0.185997483786196,0.17795728193596,0.222178392112255,0.190017584711313,0.169917080085725,0.210118089336902,0.181977382861078,0.17795728193596,0.206097988411784,0.181977382861078,0.165896979160607,0.202077887486666,0.185997483786196,0.161876878235489,0.222178392112255,0.198057786561549,0.181977382861078,0.194037685636431,0.194037685636431,0.185997483786196,0.210118089336902,0.202077887486666,0.17795728193596,0.190017584711313,0.206097988411784,0.181977382861078,0.210118089336902,0.194037685636431,0.185997483786196,0.185997483786196,0.206097988411784,0.17795728193596,0.194037685636431,0.202077887486666,0.165896979160607,0.181977382861078,0.21413819026202,0.185997483786196,0.185997483786196,0.185997483786196,0.169917080085725,0.206097988411784,0.185997483786196,0.185997483786196,0.173937181010842,0.218158291187137,0.194037685636431,0.194037685636431,0.202077887486666,0.202077887486666,0.198057786561549,0.210118089336902,0.194037685636431,0.190017584711313,0.210118089336902,0.181977382861078,0.185997483786196,0.218158291187137,0.190017584711313,0.181977382861078,0.218158291187137,0.185997483786196,0.181977382861078,0.202077887486666,0.234238694887608,0.173937181010842,0.230218593962491,0.173937181010842,0.173937181010842,0.218158291187137,0.185997483786196,0.173937181010842,0.206097988411784,0.169917080085725,0.181977382861078,0.190017584711313,0.173937181010842,0.185997483786196,0.190017584711313,0.161876878235489,0.181977382861078,0.198057786561549,0.169917080085725,0.17795728193596,0.190017584711313,0.17795728193596,0.185997483786196,0.198057786561549,0.190017584711313,0.190017584711313,0.190017584711313,0.194037685636431,0.173937181010842,0.190017584711313,0.185997483786196,0.17795728193596,0.185997483786196,0.185997483786196,0.17795728193596,0.181977382861078,0.198057786561549,0.194037685636431,0.190017584711313,0.185997483786196,0.173937181010842,0.190017584711313,0.169917080085725,0.169917080085725,0.185997483786196,0.181977382861078,0.17795728193596,0.185997483786196,0.181977382861078,0.173937181010842,0.17795728193596,0.17795728193596,0.17795728193596,0.181977382861078,0.185997483786196,0.185997483786196,0.181977382861078,0.173937181010842,0.165896979160607,0.206097988411784,0.185997483786196,0.165896979160607,0.173937181010842,0.202077887486666,0.169917080085725,0.181977382861078,0.181977382861078,0.17795728193596,0.173937181010842,0.181977382861078,0.17795728193596,0.17795728193596,0.185997483786196,0.173937181010842,0.185997483786196,0.190017584711313,0.206097988411784,0.194037685636431,0.226198493037373,0.202077887486666,0.185997483786196,0.21413819026202,0.222178392112255,0.206097988411784,0.210118089336902,0.181977382861078,0.190017584711313,0.21413819026202,0.185997483786196,0.194037685636431,0.206097988411784,0.185997483786196,0.173937181010842,0.21413819026202,0.194037685636431,0.185997483786196,0.21413819026202,0.181977382861078,0.185997483786196,0.181977382861078,0.210118089336902,0.210118089336902,0.21413819026202,0.194037685636431,0.185997483786196,0.222178392112255"
{'Trace 52.csv'},598-847,"0.190017584711313,0.181977382861078,0.226198493037373,0.169917080085725,0.194037685636431,0.194037685636431,0.185997483786196,0.198057786561549,0.202077887486666,0.17795728193596,0.202077887486666,0.210118089336902,0.181977382861078,0.181977382861078,0.210118089336902,0.181977382861078,0.210118089336902,0.194037685636431,0.17795728193596,0.202077887486666,0.198057786561549,0.185997483786196,0.190017584711313,0.210118089336902,0.190017584711313,0.202077887486666,0.194037685636431,0.173937181010842,0.190017584711313,0.198057786561549,0.190017584711313,0.218158291187137,0.218158291187137,0.185997483786196,0.185997483786196,0.21413819026202,0.181977382861078,0.194037685636431,0.218158291187137,0.194037685636431,0.17795728193596,0.242278896737844,0.17795728193596,0.181977382861078,0.21413819026202,0.173937181010842,0.173937181010842,0.218158291187137,0.185997483786196,0.198057786561549,0.230218593962491,0.185997483786196,0.173937181010842,0.226198493037373,0.222178392112255,0.206097988411784,0.246298997662961,0.202077887486666,0.202077887486666,0.238258795812726,0.190017584711313,0.190017584711313,0.21413819026202,0.17795728193596,0.173937181010842,0.206097988411784,0.181977382861078,0.169917080085725,0.185997483786196,0.185997483786196,0.169917080085725,0.185997483786196,0.190017584711313,0.161876878235489,0.185997483786196,0.194037685636431,0.17795728193596,0.181977382861078,0.194037685636431,0.173937181010842,0.206097988411784,0.198057786561549,0.17795728193596,0.206097988411784,0.198057786561549,0.157856777310371,0.198057786561549,0.190017584711313,0.17795728193596,0.21413819026202,0.190017584711313,0.198057786561549,0.190017584711313,0.218158291187137,0.198057786561549,0.198057786561549,0.181977382861078,0.185997483786196,0.185997483786196,0.17795728193596,0.190017584711313,0.194037685636431,0.198057786561549,0.194037685636431,0.202077887486666,0.190017584711313,0.185997483786196,0.194037685636431,0.194037685636431,0.202077887486666,0.190017584711313,0.202077887486666,0.194037685636431,0.181977382861078,0.181977382861078,0.185997483786196,0.194037685636431,0.194037685636431,0.194037685636431,0.190017584711313,0.202077887486666,0.181977382861078,0.198057786561549,0.194037685636431,0.190017584711313,0.190017584711313,0.21413819026202,0.218158291187137,0.218158291187137,0.238258795812726,0.242278896737844,0.270419603213668,0.254339199513197,0.218158291187137,0.190017584711313,0.206097988411784,0.190017584711313,0.153836676385254,0.210118089336902,0.202077887486666,0.17795728193596,0.194037685636431,0.181977382861078,0.185997483786196,0.262379401363432,0.190017584711313,0.190017584711313,0.198057786561549,0.185997483786196,0.173937181010842,0.206097988411784,0.194037685636431,0.181977382861078,0.190017584711313,0.190017584711313,0.17795728193596,0.181977382861078,0.198057786561549,0.185997483786196,0.17795728193596,0.17795728193596,0.185997483786196,0.181977382861078,0.198057786561549,0.169917080085725,0.194037685636431,0.210118089336902,0.181977382861078,0.185997483786196,0.17795728193596,0.185997483786196,0.165896979160607,0.185997483786196,0.190017584711313,0.165896979160607,0.198057786561549,0.190017584711313,0.173937181010842,0.206097988411784,0.185997483786196,0.185997483786196,0.181977382861078,0.17795728193596,0.173937181010842,0.194037685636431,0.169917080085725,0.190017584711313,0.198057786561549,0.165896979160607,0.194037685636431,0.202077887486666,0.17795728193596,0.222178392112255,0.181977382861078,0.169917080085725,0.173937181010842,0.198057786561549,0.181977382861078,0.169917080085725,0.190017584711313,0.153836676385254,0.173937181010842,0.173937181010842,0.185997483786196,0.17795728193596,0.185997483786196,0.169917080085725"
