File,Peak Range,Peak Data
{'Trace 0.csv'},126-317,"0.0116123132174835,0.0160344243631698,0.0132203536340967,0.0132203536340967,0.0152304041548632,0.0144263839465566,0.01362236373825,0.0156324142590165,0.0140243738424033,0.0124163334257901,0.0164364344673231,0.0148283940507099,0.0128183435299434,0.0144263839465566,0.0144263839465566,0.0144263839465566,0.0152304041548632,0.0152304041548632,0.0116123132174835,0.0132203536340967,0.0140243738424033,0.0124163334257901,0.0132203536340967,0.0152304041548632,0.0120143233216368,0.0132203536340967,0.0144263839465566,0.0140243738424033,0.0132203536340967,0.0140243738424033,0.0120143233216368,0.0128183435299434,0.0168384445714764,0.0124163334257901,0.0160344243631698,0.0140243738424033,0.0140243738424033,0.0148283940507099,0.0196525153005496,0.017642464779783,0.0172404546756297,0.0164364344673231,0.0140243738424033,0.0116123132174835,0.0160344243631698,0.0128183435299434,0.0140243738424033,0.0164364344673231,0.01362236373825,0.0132203536340967,0.0156324142590165,0.0140243738424033,0.0132203536340967,0.0160344243631698,0.0144263839465566,0.0116123132174835,0.0144263839465566,0.0148283940507099,0.0144263839465566,0.0156324142590165,0.0140243738424033,0.0128183435299434,0.0160344243631698,0.01362236373825,0.0132203536340967,0.0164364344673231,0.0120143233216368,0.0144263839465566,0.0140243738424033,0.0144263839465566,0.0132203536340967,0.0148283940507099,0.0128183435299434,0.0132203536340967,0.0148283940507099,0.0160344243631698,0.0140243738424033,0.0140243738424033,0.0132203536340967,0.0144263839465566,0.0124163334257901,0.01362236373825,0.0132203536340967,0.0116123132174835,0.0156324142590165,0.0140243738424033,0.0152304041548632,0.0164364344673231,0.0144263839465566,0.0144263839465566,0.0144263839465566,0.0128183435299434,0.0120143233216368,0.01362236373825,0.0116123132174835,0.0120143233216368,0.0112103031133302,0.0116123132174835,0.0116123132174835,0.0124163334257901,0.0128183435299434,0.01362236373825,0.0128183435299434,0.0124163334257901,0.0112103031133302,0.0140243738424033,0.0120143233216368,0.0124163334257901,0.0140243738424033,0.0132203536340967,0.0112103031133302,0.0112103031133302,0.0120143233216368,0.0116123132174835,0.0116123132174835,0.0112103031133302,0.0120143233216368,0.0108082930091769,0.0156324142590165,0.0112103031133302,0.0120143233216368,0.0116123132174835,0.0108082930091769,0.0116123132174835,0.0124163334257901,0.0116123132174835,0.0124163334257901,0.0116123132174835,0.0112103031133302,0.0108082930091769,0.0120143233216368,0.0120143233216368,0.0112103031133302,0.0100042728008702,0.0116123132174835,0.0120143233216368,0.0112103031133302,0.0112103031133302,0.0108082930091769,0.0128183435299434,0.0140243738424033,0.0112103031133302,0.0112103031133302,0.0116123132174835,0.0120143233216368,0.0120143233216368,0.0112103031133302,0.0108082930091769,0.0124163334257901,0.0108082930091769,0.0116123132174835,0.0104062829050235,0.0120143233216368,0.0120143233216368,0.0112103031133302,0.0116123132174835,0.0108082930091769,0.0108082930091769,0.0112103031133302,0.0120143233216368,0.01362236373825,0.0120143233216368,0.0112103031133302,0.0108082930091769,0.0120143233216368,0.0108082930091769,0.0108082930091769,0.0116123132174835,0.0108082930091769,0.0112103031133302,0.0104062829050235,0.0120143233216368,0.0112103031133302,0.0112103031133302,0.0112103031133302,0.0112103031133302,0.0112103031133302,0.0108082930091769,0.0120143233216368,0.0108082930091769,0.0112103031133302,0.0112103031133302,0.0112103031133302,0.0196525153005496,0.0120143233216368,0.0104062829050235,0.0116123132174835,0.0100042728008702,0.0116123132174835,0.0112103031133302,0.0112103031133302,0.0116123132174835"
{'Trace 0.csv'},392-576,"0.0180444748839363,0.0144263839465566,0.0132203536340967,0.0156324142590165,0.0132203536340967,0.0128183435299434,0.0148283940507099,0.0128183435299434,0.01362236373825,0.0148283940507099,0.0144263839465566,0.0132203536340967,0.0128183435299434,0.0156324142590165,0.0128183435299434,0.0152304041548632,0.0144263839465566,0.0140243738424033,0.0144263839465566,0.0156324142590165,0.01362236373825,0.0120143233216368,0.0144263839465566,0.01362236373825,0.0132203536340967,0.0148283940507099,0.0140243738424033,0.0132203536340967,0.0148283940507099,0.0132203536340967,0.0128183435299434,0.0144263839465566,0.0132203536340967,0.0140243738424033,0.0144263839465566,0.0124163334257901,0.01362236373825,0.0156324142590165,0.0120143233216368,0.0124163334257901,0.0160344243631698,0.0140243738424033,0.0128183435299434,0.0164364344673231,0.0152304041548632,0.0140243738424033,0.0168384445714764,0.01362236373825,0.0132203536340967,0.0196525153005496,0.0132203536340967,0.0128183435299434,0.0156324142590165,0.0140243738424033,0.0148283940507099,0.0156324142590165,0.0140243738424033,0.0132203536340967,0.0156324142590165,0.0132203536340967,0.0128183435299434,0.0148283940507099,0.0128183435299434,0.0144263839465566,0.0152304041548632,0.0152304041548632,0.0132203536340967,0.0148283940507099,0.01362236373825,0.0140243738424033,0.0144263839465566,0.0132203536340967,0.01362236373825,0.0156324142590165,0.0144263839465566,0.0124163334257901,0.0140243738424033,0.0128183435299434,0.0132203536340967,0.0132203536340967,0.01362236373825,0.0132203536340967,0.0108082930091769,0.0148283940507099,0.0156324142590165,0.0148283940507099,0.0144263839465566,0.0120143233216368,0.0152304041548632,0.0140243738424033,0.0120143233216368,0.0148283940507099,0.0116123132174835,0.0112103031133302,0.0132203536340967,0.0116123132174835,0.0120143233216368,0.0108082930091769,0.0124163334257901,0.0124163334257901,0.0120143233216368,0.0047781414468772,0.0124163334257901,0.0120143233216368,0.0132203536340967,0.0116123132174835,0.01362236373825,0.01362236373825,0.0124163334257901,0.0116123132174835,0.0128183435299434,0.0132203536340967,0.0116123132174835,0.0132203536340967,0.0116123132174835,0.0128183435299434,0.0116123132174835,0.0124163334257901,0.0112103031133302,0.0116123132174835,0.0112103031133302,0.0112103031133302,0.0124163334257901,0.0120143233216368,0.0112103031133302,0.0108082930091769,0.0108082930091769,0.0120143233216368,0.0116123132174835,0.0124163334257901,0.0112103031133302,0.0116123132174835,0.0128183435299434,0.0112103031133302,0.0108082930091769,0.0112103031133302,0.0120143233216368,0.0124163334257901,0.0104062829050235,0.0108082930091769,0.0112103031133302,0.0108082930091769,0.0108082930091769,0.0128183435299434,0.0120143233216368,0.0108082930091769,0.0112103031133302,0.0108082930091769,0.0116123132174835,0.0116123132174835,0.0140243738424033,0.0120143233216368,0.0124163334257901,0.0112103031133302,0.0100042728008702,0.0116123132174835,0.0116123132174835,0.0112103031133302,0.0120143233216368,0.0100042728008702,0.0108082930091769,0.0108082930091769,0.0112103031133302,0.0108082930091769,0.0112103031133302,0.0027680909261107,0.0124163334257901,0.0112103031133302,0.0124163334257901,0.0112103031133302,0.0112103031133302,0.0128183435299434,0.0112103031133302,0.0112103031133302,0.0112103031133302,0.0120143233216368,0.0124163334257901,0.0112103031133302,0.0108082930091769,0.0124163334257901,0.0112103031133302,0.0116123132174835,0.0112103031133302,0.0124163334257901,0.0100042728008702"
{'Trace 0.csv'},652-847,"0.0148283940507099,0.0124163334257901,0.0156324142590165,0.0140243738424033,0.0116123132174835,0.0164364344673231,0.0132203536340967,0.0128183435299434,0.0156324142590165,0.0144263839465566,0.0140243738424033,0.0148283940507099,0.0152304041548632,0.0128183435299434,0.0180444748839363,0.0148283940507099,0.0124163334257901,0.0160344243631698,0.0164364344673231,0.0132203536340967,0.01362236373825,0.0152304041548632,0.0124163334257901,0.0124163334257901,0.0128183435299434,0.0116123132174835,0.0132203536340967,0.01362236373825,0.0132203536340967,0.0144263839465566,0.0144263839465566,0.0124163334257901,0.0128183435299434,0.01362236373825,0.0116123132174835,0.0128183435299434,0.0148283940507099,0.0132203536340967,0.0124163334257901,0.0152304041548632,0.0144263839465566,0.0140243738424033,0.0152304041548632,0.01362236373825,0.0144263839465566,0.0172404546756297,0.01362236373825,0.0148283940507099,0.0172404546756297,0.0144263839465566,0.0128183435299434,0.0164364344673231,0.01362236373825,0.0124163334257901,0.0156324142590165,0.0124163334257901,0.0132203536340967,0.0168384445714764,0.0140243738424033,0.0132203536340967,0.0156324142590165,0.01362236373825,0.0124163334257901,0.0160344243631698,0.0132203536340967,0.0144263839465566,0.0144263839465566,0.0128183435299434,0.0140243738424033,0.0140243738424033,0.0132203536340967,0.0132203536340967,0.0148283940507099,0.01362236373825,0.0128183435299434,0.0140243738424033,0.0128183435299434,0.0128183435299434,0.0148283940507099,0.0132203536340967,0.0128183435299434,0.0148283940507099,0.0156324142590165,0.0156324142590165,0.0124163334257901,0.0140243738424033,0.0128183435299434,0.0168384445714764,0.0132203536340967,0.0124163334257901,0.0144263839465566,0.0140243738424033,0.0120143233216368,0.0116123132174835,0.0156324142590165,0.0132203536340967,0.0128183435299434,0.0112103031133302,0.0120143233216368,0.0128183435299434,0.0124163334257901,0.0124163334257901,0.01362236373825,0.0116123132174835,0.01362236373825,0.0116123132174835,0.0116123132174835,0.0124163334257901,0.0120143233216368,0.0128183435299434,0.0120143233216368,0.0124163334257901,0.0124163334257901,0.0116123132174835,0.0112103031133302,0.0120143233216368,0.0152304041548632,0.0112103031133302,0.0104062829050235,0.0116123132174835,0.0112103031133302,0.0120143233216368,0.0112103031133302,0.0116123132174835,0.0132203536340967,0.0124163334257901,0.0116123132174835,0.0112103031133302,0.0116123132174835,0.0112103031133302,0.0112103031133302,0.0120143233216368,0.0128183435299434,0.0112103031133302,0.0124163334257901,0.0108082930091769,0.0128183435299434,0.0075922121759504,0.0116123132174835,0.0112103031133302,0.0112103031133302,0.0116123132174835,0.0112103031133302,0.0104062829050235,0.0116123132174835,0.0116123132174835,0.0108082930091769,0.0116123132174835,0.0124163334257901,0.0124163334257901,0.0112103031133302,0.0116123132174835,0.01362236373825"
{'Trace 1.csv'},131-322,"0.0148283940507099,0.0152304041548632,0.0128183435299434,0.0128183435299434,0.0128183435299434,0.0132203536340967,0.0148283940507099,0.0152304041548632,0.0128183435299434,0.01362236373825,0.0144263839465566,0.01362236373825,0.0128183435299434,0.0128183435299434,0.0108082930091769,0.01362236373825,0.0152304041548632,0.0124163334257901,0.0144263839465566,0.0144263839465566,0.0144263839465566,0.0140243738424033,0.0132203536340967,0.0132203536340967,0.01362236373825,0.017642464779783,0.0192505051963963,0.017642464779783,0.0172404546756297,0.0132203536340967,0.01362236373825,0.0156324142590165,0.0148283940507099,0.0128183435299434,0.0156324142590165,0.0128183435299434,0.0132203536340967,0.0168384445714764,0.0148283940507099,0.0140243738424033,0.0148283940507099,0.0132203536340967,0.01362236373825,0.0160344243631698,0.0152304041548632,0.0128183435299434,0.0156324142590165,0.0132203536340967,0.0128183435299434,0.0148283940507099,0.0132203536340967,0.0132203536340967,0.0148283940507099,0.01362236373825,0.01362236373825,0.0156324142590165,0.01362236373825,0.0112103031133302,0.0144263839465566,0.0124163334257901,0.01362236373825,0.0164364344673231,0.0160344243631698,0.0128183435299434,0.0132203536340967,0.01362236373825,0.0140243738424033,0.0116123132174835,0.0152304041548632,0.0132203536340967,0.0132203536340967,0.0164364344673231,0.0124163334257901,0.0132203536340967,0.0132203536340967,0.0112103031133302,0.0148283940507099,0.0144263839465566,0.0124163334257901,0.0128183435299434,0.0140243738424033,0.01362236373825,0.0116123132174835,0.0164364344673231,0.0144263839465566,0.0152304041548632,0.0160344243631698,0.01362236373825,0.01362236373825,0.0144263839465566,0.0132203536340967,0.0132203536340967,0.01362236373825,0.0120143233216368,0.0104062829050235,0.0112103031133302,0.0132203536340967,0.0112103031133302,0.0132203536340967,0.0132203536340967,0.0120143233216368,0.0120143233216368,0.0120143233216368,0.0120143233216368,0.0120143233216368,0.0132203536340967,0.0128183435299434,0.0116123132174835,0.0124163334257901,0.0128183435299434,0.0124163334257901,0.0116123132174835,0.0108082930091769,0.0120143233216368,0.0112103031133302,0.0124163334257901,0.0200545254047029,0.0124163334257901,0.0120143233216368,0.0108082930091769,0.0120143233216368,0.0108082930091769,0.0112103031133302,0.0116123132174835,0.0108082930091769,0.0112103031133302,0.0120143233216368,0.0116123132174835,0.0108082930091769,0.0108082930091769,0.0112103031133302,0.0116123132174835,0.0104062829050235,0.0116123132174835,0.0120143233216368,0.0124163334257901,0.0116123132174835,0.0112103031133302,0.0112103031133302,0.0116123132174835,0.0120143233216368,0.0120143233216368,0.0124163334257901,0.0108082930091769,0.0120143233216368,0.0120143233216368,0.0108082930091769,0.0112103031133302,0.0116123132174835,0.0116123132174835,0.0116123132174835,0.0120143233216368,0.0124163334257901,0.0124163334257901,0.0120143233216368,0.0104062829050235,0.0116123132174835,0.0132203536340967,0.0108082930091769,0.0116123132174835,0.0112103031133302,0.0120143233216368,0.0116123132174835,0.0116123132174835,0.0116123132174835,0.0112103031133302,0.0108082930091769,0.0108082930091769,0.0120143233216368,0.0112103031133302,0.0108082930091769,0.0120143233216368,0.0112103031133302,0.0112103031133302,0.0108082930091769,0.0104062829050235,0.0116123132174835,0.0108082930091769,0.0112103031133302,0.0120143233216368,0.0124163334257901,0.0116123132174835,0.0116123132174835,0.0112103031133302,0.0104062829050235,0.0112103031133302,0.0140243738424033,0.0128183435299434,0.0148283940507099,0.0144263839465566,0.0184464849880897,0.0152304041548632"
{'Trace 1.csv'},390-582,"0.0200545254047029,0.017642464779783,0.0140243738424033,0.017642464779783,0.0132203536340967,0.0128183435299434,0.01362236373825,0.0160344243631698,0.0124163334257901,0.01362236373825,0.0148283940507099,0.0140243738424033,0.0132203536340967,0.0140243738424033,0.01362236373825,0.0164364344673231,0.0140243738424033,0.0112103031133302,0.0128183435299434,0.0132203536340967,0.0144263839465566,0.0128183435299434,0.01362236373825,0.0112103031133302,0.0128183435299434,0.0144263839465566,0.01362236373825,0.0140243738424033,0.0164364344673231,0.0140243738424033,0.0132203536340967,0.0160344243631698,0.0128183435299434,0.0148283940507099,0.0160344243631698,0.01362236373825,0.0124163334257901,0.0160344243631698,0.0140243738424033,0.01362236373825,0.0156324142590165,0.0132203536340967,0.0128183435299434,0.0164364344673231,0.0144263839465566,0.0132203536340967,0.0160344243631698,0.0132203536340967,0.0132203536340967,0.0156324142590165,0.0132203536340967,0.0132203536340967,0.0160344243631698,0.0132203536340967,0.0160344243631698,0.0160344243631698,0.0148283940507099,0.0132203536340967,0.0164364344673231,0.01362236373825,0.01362236373825,0.0152304041548632,0.01362236373825,0.0144263839465566,0.0148283940507099,0.01362236373825,0.0132203536340967,0.0144263839465566,0.01362236373825,0.01362236373825,0.01362236373825,0.0144263839465566,0.0140243738424033,0.0148283940507099,0.0152304041548632,0.0112103031133302,0.0140243738424033,0.01362236373825,0.01362236373825,0.0124163334257901,0.01362236373825,0.01362236373825,0.0132203536340967,0.0140243738424033,0.0112103031133302,0.0148283940507099,0.0128183435299434,0.0112103031133302,0.0160344243631698,0.0148283940507099,0.0116123132174835,0.0120143233216368,0.01362236373825,0.0124163334257901,0.0124163334257901,0.0140243738424033,0.0120143233216368,0.0128183435299434,0.0120143233216368,0.0128183435299434,0.01362236373825,0.0112103031133302,0.0116123132174835,0.0128183435299434,0.0116123132174835,0.0116123132174835,0.0120143233216368,0.0140243738424033,0.0132203536340967,0.0120143233216368,0.0120143233216368,0.0112103031133302,0.0116123132174835,0.0124163334257901,0.0116123132174835,0.0120143233216368,0.0112103031133302,0.0112103031133302,0.0120143233216368,0.0144263839465566,0.0112103031133302,0.0116123132174835,0.0051801515510305,0.0112103031133302,0.0112103031133302,0.0116123132174835,0.0116123132174835,0.0116123132174835,0.0116123132174835,0.0108082930091769,0.0112103031133302,0.0132203536340967,0.0116123132174835,0.0116123132174835,0.0116123132174835,0.0116123132174835,0.0116123132174835,0.0112103031133302,0.0116123132174835,0.0100042728008702,0.0112103031133302,0.0108082930091769,0.0112103031133302,0.0116123132174835,0.0128183435299434,0.0120143233216368,0.0120143233216368,0.0124163334257901,0.0116123132174835,0.0092002525925636,0.0116123132174835,0.0112103031133302,0.0128183435299434,0.0112103031133302,0.01362236373825,0.0120143233216368,0.0104062829050235,0.0104062829050235,0.0116123132174835,0.0120143233216368,0.0108082930091769,0.0120143233216368,0.0120143233216368,0.0104062829050235,0.0116123132174835,0.0120143233216368,0.0112103031133302,0.0116123132174835,0.01362236373825,0.0120143233216368,0.0120143233216368,0.0116123132174835,0.0104062829050235,0.0116123132174835,0.0112103031133302,0.0112103031133302,0.0116123132174835,0.0160344243631698,0.01362236373825,0.0148283940507099,0.0172404546756297,0.0144263839465566,0.0132203536340967,0.0164364344673231,0.0152304041548632,0.0160344243631698,0.0156324142590165,0.0140243738424033,0.0144263839465566,0.0200545254047029,0.0148283940507099,0.0116123132174835,0.0180444748839363"
{'Trace 1.csv'},639-831,"0.0132203536340967,0.017642464779783,0.0132203536340967,0.0140243738424033,0.0148283940507099,0.0132203536340967,0.0148283940507099,0.0164364344673231,0.01362236373825,0.01362236373825,0.0144263839465566,0.0140243738424033,0.01362236373825,0.0156324142590165,0.0140243738424033,0.0140243738424033,0.0184464849880897,0.0144263839465566,0.0128183435299434,0.0144263839465566,0.0144263839465566,0.0128183435299434,0.0148283940507099,0.0148283940507099,0.0128183435299434,0.0152304041548632,0.0144263839465566,0.0132203536340967,0.0148283940507099,0.0148283940507099,0.0112103031133302,0.0128183435299434,0.0164364344673231,0.0116123132174835,0.0144263839465566,0.0140243738424033,0.0140243738424033,0.0128183435299434,0.0140243738424033,0.0112103031133302,0.0124163334257901,0.0144263839465566,0.0148283940507099,0.01362236373825,0.0156324142590165,0.0140243738424033,0.0152304041548632,0.01362236373825,0.01362236373825,0.0128183435299434,0.0156324142590165,0.01362236373825,0.0156324142590165,0.0156324142590165,0.0132203536340967,0.0132203536340967,0.0180444748839363,0.0132203536340967,0.01362236373825,0.0164364344673231,0.0128183435299434,0.0140243738424033,0.0164364344673231,0.0128183435299434,0.0148283940507099,0.0148283940507099,0.0140243738424033,0.0128183435299434,0.0148283940507099,0.0132203536340967,0.0124163334257901,0.0160344243631698,0.0164364344673231,0.0132203536340967,0.0152304041548632,0.0120143233216368,0.0128183435299434,0.0148283940507099,0.0128183435299434,0.0120143233216368,0.0160344243631698,0.0156324142590165,0.0132203536340967,0.0152304041548632,0.0124163334257901,0.0116123132174835,0.0160344243631698,0.0156324142590165,0.0128183435299434,0.0148283940507099,0.0152304041548632,0.0128183435299434,0.0112103031133302,0.0144263839465566,0.01362236373825,0.0132203536340967,0.0132203536340967,0.0120143233216368,0.0116123132174835,0.0124163334257901,0.0108082930091769,0.0132203536340967,0.0128183435299434,0.0112103031133302,0.0120143233216368,0.0112103031133302,0.0120143233216368,0.0120143233216368,0.0116123132174835,0.0116123132174835,0.0128183435299434,0.0120143233216368,0.0124163334257901,0.0148283940507099,0.0112103031133302,0.0108082930091769,0.0124163334257901,0.0108082930091769,0.0108082930091769,0.0112103031133302,0.0112103031133302,0.0112103031133302,0.0120143233216368,0.0116123132174835,0.0108082930091769,0.0120143233216368,0.0112103031133302,0.0112103031133302,0.0120143233216368,0.0108082930091769,0.0116123132174835,0.0116123132174835,0.0116123132174835,0.0112103031133302,0.0108082930091769,0.0120143233216368,0.0120143233216368,0.0120143233216368,0.0116123132174835,0.0132203536340967,0.0120143233216368,0.0112103031133302,0.01362236373825,0.0112103031133302,0.0112103031133302,0.0120143233216368,0.0116123132174835,0.0120143233216368,0.0092002525925636,0.0112103031133302,0.0112103031133302,0.0112103031133302,0.0108082930091769,0.0116123132174835,0.0116123132174835,0.0120143233216368,0.0108082930091769,0.0112103031133302,0.0116123132174835,0.0112103031133302,0.0112103031133302,0.0116123132174835,0.0104062829050235,0.0112103031133302,0.0120143233216368,0.0116123132174835"
{'Trace 10.csv'},100-295,"0.0120143233216368,0.0152304041548632,0.0132203536340967,0.0128183435299434,0.0152304041548632,0.0128183435299434,0.0140243738424033,0.0152304041548632,0.0132203536340967,0.0140243738424033,0.0152304041548632,0.01362236373825,0.01362236373825,0.0156324142590165,0.0140243738424033,0.0132203536340967,0.0164364344673231,0.0148283940507099,0.0140243738424033,0.0172404546756297,0.01362236373825,0.0140243738424033,0.0168384445714764,0.01362236373825,0.0132203536340967,0.0160344243631698,0.0132203536340967,0.0144263839465566,0.0156324142590165,0.0148283940507099,0.01362236373825,0.0144263839465566,0.0116123132174835,0.0124163334257901,0.0148283940507099,0.0140243738424033,0.0128183435299434,0.017642464779783,0.0148283940507099,0.0140243738424033,0.0148283940507099,0.0128183435299434,0.0120143233216368,0.0144263839465566,0.0140243738424033,0.0116123132174835,0.0144263839465566,0.0124163334257901,0.01362236373825,0.0128183435299434,0.0132203536340967,0.0124163334257901,0.0120143233216368,0.0144263839465566,0.0120143233216368,0.01362236373825,0.0152304041548632,0.0124163334257901,0.0132203536340967,0.0144263839465566,0.0120143233216368,0.0120143233216368,0.0144263839465566,0.0132203536340967,0.0116123132174835,0.01362236373825,0.0124163334257901,0.0124163334257901,0.01362236373825,0.0120143233216368,0.01362236373825,0.0152304041548632,0.0132203536340967,0.0144263839465566,0.0160344243631698,0.0132203536340967,0.0132203536340967,0.0164364344673231,0.01362236373825,0.01362236373825,0.0160344243631698,0.0124163334257901,0.0128183435299434,0.0156324142590165,0.0132203536340967,0.0132203536340967,0.0180444748839363,0.0128183435299434,0.0132203536340967,0.0144263839465566,0.0128183435299434,0.0132203536340967,0.0172404546756297,0.0132203536340967,0.01362236373825,0.0132203536340967,0.0140243738424033,0.0063861818634904,0.0112103031133302,0.0128183435299434,0.0120143233216368,0.0112103031133302,0.0124163334257901,0.0128183435299434,0.0124163334257901,0.0124163334257901,0.0112103031133302,0.0124163334257901,0.0124163334257901,0.0128183435299434,0.0120143233216368,0.0148283940507099,0.0112103031133302,0.0112103031133302,0.0120143233216368,0.0132203536340967,0.0108082930091769,0.0120143233216368,0.0120143233216368,0.0120143233216368,0.0124163334257901,0.0120143233216368,0.0116123132174835,0.0120143233216368,0.0116123132174835,0.0108082930091769,0.0116123132174835,0.0112103031133302,0.0116123132174835,0.0116123132174835,0.0112103031133302,0.0112103031133302,0.0112103031133302,0.0120143233216368,0.0112103031133302,0.0116123132174835,0.0108082930091769,0.0116123132174835,0.0132203536340967,0.0112103031133302,0.0108082930091769,0.0112103031133302,0.0120143233216368,0.0124163334257901,0.0112103031133302,0.0128183435299434,0.0116123132174835,0.0116123132174835,0.0116123132174835,0.0120143233216368,0.0112103031133302,0.0124163334257901,0.0120143233216368,0.0116123132174835,0.0104062829050235,0.0096022626967169,0.0112103031133302,0.0116123132174835,0.0104062829050235,0.0124163334257901,0.0112103031133302,0.0112103031133302,0.0104062829050235,0.0116123132174835,0.0108082930091769,0.0116123132174835,0.0116123132174835,0.0124163334257901,0.0112103031133302,0.0112103031133302,0.0108082930091769,0.0112103031133302,0.0112103031133302,0.0124163334257901,0.0087982424884103,0.0116123132174835,0.0116123132174835,0.0112103031133302,0.0112103031133302,0.0108082930091769,0.0108082930091769,0.0124163334257901,0.0116123132174835,0.0112103031133302,0.0120143233216368,0.0108082930091769,0.0108082930091769,0.0124163334257901,0.0112103031133302,0.0116123132174835,0.0112103031133302,0.0108082930091769,0.0104062829050235,0.0100042728008702,0.0152304041548632,0.0112103031133302"
{'Trace 10.csv'},395-588,"0.0116123132174835,0.0152304041548632,0.0128183435299434,0.0140243738424033,0.0156324142590165,0.0132203536340967,0.01362236373825,0.0152304041548632,0.0148283940507099,0.01362236373825,0.0164364344673231,0.0148283940507099,0.0120143233216368,0.0148283940507099,0.01362236373825,0.01362236373825,0.0140243738424033,0.0132203536340967,0.0140243738424033,0.0148283940507099,0.0144263839465566,0.0128183435299434,0.0152304041548632,0.0140243738424033,0.0120143233216368,0.01362236373825,0.0132203536340967,0.0140243738424033,0.0132203536340967,0.0156324142590165,0.0140243738424033,0.0124163334257901,0.0152304041548632,0.0108082930091769,0.0112103031133302,0.0140243738424033,0.0112103031133302,0.0132203536340967,0.0140243738424033,0.0120143233216368,0.01362236373825,0.0144263839465566,0.0132203536340967,0.0128183435299434,0.0172404546756297,0.0144263839465566,0.0128183435299434,0.0172404546756297,0.0132203536340967,0.0124163334257901,0.0160344243631698,0.0116123132174835,0.0132203536340967,0.0156324142590165,0.0152304041548632,0.01362236373825,0.0156324142590165,0.0140243738424033,0.0132203536340967,0.0152304041548632,0.01362236373825,0.0144263839465566,0.0144263839465566,0.0132203536340967,0.0132203536340967,0.0156324142590165,0.01362236373825,0.0144263839465566,0.0156324142590165,0.01362236373825,0.0132203536340967,0.0152304041548632,0.01362236373825,0.0144263839465566,0.0148283940507099,0.0124163334257901,0.0132203536340967,0.0152304041548632,0.0132203536340967,0.0124163334257901,0.0156324142590165,0.0116123132174835,0.01362236373825,0.0140243738424033,0.0144263839465566,0.0120143233216368,0.0120143233216368,0.0156324142590165,0.0128183435299434,0.0144263839465566,0.0132203536340967,0.0116123132174835,0.0148283940507099,0.0140243738424033,0.0144263839465566,0.0124163334257901,0.0140243738424033,0.0116123132174835,0.0128183435299434,0.0116123132174835,0.0124163334257901,0.0116123132174835,0.0112103031133302,0.0120143233216368,0.0124163334257901,0.0128183435299434,0.0116123132174835,0.0124163334257901,0.0116123132174835,0.0116123132174835,0.0120143233216368,0.0120143233216368,0.0112103031133302,0.0124163334257901,0.0116123132174835,0.0112103031133302,0.0124163334257901,0.0116123132174835,0.0132203536340967,0.0120143233216368,0.0112103031133302,0.0108082930091769,0.0112103031133302,0.0116123132174835,0.0112103031133302,0.0100042728008702,0.0144263839465566,0.0112103031133302,0.0124163334257901,0.0108082930091769,0.022868596133776,0.0112103031133302,0.0108082930091769,0.0108082930091769,0.0120143233216368,0.0116123132174835,0.0124163334257901,0.0120143233216368,0.0120143233216368,0.0120143233216368,0.0108082930091769,0.0108082930091769,0.0112103031133302,0.0120143233216368,0.0100042728008702,0.0104062829050235,0.0112103031133302,0.0100042728008702,0.0108082930091769,0.0120143233216368,0.0120143233216368,0.0112103031133302,0.0108082930091769,0.0120143233216368,0.0112103031133302,0.0120143233216368,0.0104062829050235,0.0120143233216368,0.0120143233216368,0.0132203536340967,0.0112103031133302,0.0120143233216368,0.0116123132174835,0.0108082930091769,0.0120143233216368,0.0112103031133302,0.0112103031133302,0.0104062829050235,0.0108082930091769,0.0104062829050235,0.0112103031133302,0.0132203536340967,0.0140243738424033,0.0096022626967169,0.0108082930091769,0.0108082930091769,0.0124163334257901,0.0104062829050235,0.0120143233216368,0.0124163334257901,0.0116123132174835,0.0104062829050235,0.0120143233216368,0.0100042728008702,0.0112103031133302,0.0100042728008702,0.0120143233216368,0.0116123132174835,0.0100042728008702,0.0108082930091769,0.0124163334257901,0.0112103031133302,0.01362236373825,0.0116123132174835"
