Model: ,Oscilloscope MSO-X 2012A
Serial Number:,MY54020352
Address: ,USBInstrument4
Date: ,2025-05-08 11:51:47

Analog Sample Count:,914,

Setup Text Information:,
ANALOG,,,TRIGGER,,,HORIZONTAL,,,ACQUISITION,,,
Ch 1,,,,,,,,,,,,
Scale,10 mV/,,Sweep Mode,Auto,,Mode,ROLL,,Mode,NORM,,
Pos,0 V,,Coup,DC,,Ref,CENT,,Realtime,On,,
Coup,DC,,Noise Rej,Off,,Main Scale,500 ms/,,Vectors,On,,
BW,Off,,HF Rej,Off,,Main Delay,-2.5 s,,Persistence,Off,,
Inv,Off,,Holdoff,40.0 ns,,,,,,,,
Imp,1M Ohm,,Mode,NONE,,,,,,,,
Probe,1 : 1,,Source,Ch 1,,,,,,,,
Skew,0 s,,Slope,POS,,,,,,,,
,,,Level,60 mV,,,,,,,,

Analog Channels,,,,
Sample Number,Time (s),1 (VOLT),,
1,-5,0.0108542728121392,,
2,-4.99453125,0.0104522627079859,,
3,-4.9890625,0.00844221218721941,,
4,-4.98359375,0.00964824249967933,,
5,-4.978125,0.0100502526038326,,
6,-4.97265625,0.0100502526038326,,
7,-4.9671875,0.0112562829162925,,
8,-4.96171875,0.0112562829162925,,
9,-4.95625,0.0104522627079859,,
10,-4.95078125,0.00924623239552602,,
11,-4.9453125,0.0120603031245992,,
12,-4.93984375,0.0104522627079859,,
13,-4.934375,0.00964824249967933,,
14,-4.92890625,0.0104522627079859,,
15,-4.9234375,0.0104522627079859,,
16,-4.91796875,0.00844221218721941,,
17,-4.9125,0.00884422229137272,,
18,-4.90703125,0.0120603031245992,,
19,-4.9015625,0.0128643233329058,,
20,-4.89609375,0.0164824142702855,,
21,-4.890625,0.0124623132287525,,
22,-4.88515625,0.0116582930204459,,
23,-4.8796875,0.0100502526038326,,
24,-4.87421875,0.0112562829162925,,
25,-4.86875,0.0120603031245992,,
26,-4.86328125,0.0108542728121392,,
27,-4.8578125,0.0112562829162925,,
28,-4.85234375,0.0116582930204459,,
29,-4.846875,0.0100502526038326,,
30,-4.84140625,0.0108542728121392,,
31,-4.8359375,0.0112562829162925,,
32,-4.83046875,0.0100502526038326,,
33,-4.825,0.0116582930204459,,
34,-4.81953125,0.0120603031245992,,
35,-4.8140625,0.0112562829162925,,
36,-4.80859375,0.0112562829162925,,
37,-4.803125,0.00884422229137272,,
38,-4.79765625,0.0108542728121392,,
39,-4.7921875,0.0116582930204459,,
40,-4.78671875,0.0108542728121392,,
41,-4.78125,0.00964824249967933,,
42,-4.77578125,0.0116582930204459,,
43,-4.7703125,0.0104522627079859,,
44,-4.76484375,0.00643216166645288,,
45,-4.759375,0.00924623239552602,,
46,-4.75390625,0.0108542728121392,,
47,-4.7484375,0.00964824249967933,,
48,-4.74296875,0.0100502526038326,,
49,-4.7375,0.0120603031245992,,
50,-4.73203125,0.0116582930204459,,
51,-4.7265625,0.0108542728121392,,
52,-4.72109375,0.00964824249967933,,
53,-4.715625,0.0108542728121392,,
54,-4.71015625,0.00964824249967933,,
55,-4.7046875,0.0104522627079859,,
56,-4.69921875,0.0108542728121392,,
57,-4.69375,0.0116582930204459,,
58,-4.68828125,0.0116582930204459,,
59,-4.6828125,0.00924623239552602,,
60,-4.67734375,0.0104522627079859,,
61,-4.671875,0.0108542728121392,,
62,-4.66640625,0.0120603031245992,,
63,-4.6609375,0.0108542728121392,,
64,-4.65546875,0.0108542728121392,,
65,-4.65,0.0108542728121392,,
66,-4.64453125,0.0120603031245992,,
67,-4.6390625,0.0124623132287525,,
68,-4.63359375,0.0124623132287525,,
69,-4.628125,0.0116582930204459,,
70,-4.62265625,0.0128643233329058,,
71,-4.6171875,0.0148743738536723,,
72,-4.61171875,0.0120603031245992,,
73,-4.60625,0.0148743738536723,,
74,-4.60078125,0.0136683435412124,,
75,-4.5953125,0.0132663334370591,,
76,-4.58984375,0.0136683435412124,,
77,-4.584375,0.0128643233329058,,
78,-4.57890625,0.0116582930204459,,
79,-4.5734375,0.0128643233329058,,
80,-4.56796875,0.014472363749519,,
81,-4.5625,0.0128643233329058,,
82,-4.55703125,0.0120603031245992,,
83,-4.5515625,0.0132663334370591,,
84,-4.54609375,0.0160804041661322,,
85,-4.540625,0.0152763839578256,,
86,-4.53515625,0.0152763839578256,,
87,-4.5296875,0.014472363749519,,
88,-4.52421875,0.0128643233329058,,
89,-4.51875,0.0168844243744388,,
90,-4.51328125,0.0120603031245992,,
91,-4.5078125,0.0120603031245992,,
92,-4.50234375,0.0164824142702855,,
93,-4.496875,0.0128643233329058,,
94,-4.49140625,0.0128643233329058,,
95,-4.4859375,0.0116582930204459,,
96,-4.48046875,0.0116582930204459,,
97,-4.475,0.0128643233329058,,
98,-4.46953125,0.0156783940619789,,
99,-4.4640625,0.0128643233329058,,
100,-4.45859375,0.0100502526038326,,
101,-4.453125,0.0116582930204459,,
102,-4.44765625,0.0116582930204459,,
103,-4.4421875,0.00964824249967933,,
104,-4.43671875,0.0128643233329058,,
105,-4.43125,0.0112562829162925,,
106,-4.42578125,0.0136683435412124,,
107,-4.4203125,0.0156783940619789,,
108,-4.41484375,0.0120603031245992,,
109,-4.409375,0.0104522627079859,,
110,-4.40390625,0.0128643233329058,,
111,-4.3984375,0.0132663334370591,,
112,-4.39296875,0.0108542728121392,,
113,-4.3875,0.0108542728121392,,
114,-4.38203125,0.0140703536453657,,
115,-4.3765625,0.0116582930204459,,
116,-4.37109375,0.0124623132287525,,
117,-4.365625,0.0140703536453657,,
118,-4.36015625,0.0136683435412124,,
119,-4.3546875,0.0124623132287525,,
120,-4.34921875,0.0168844243744388,,
121,-4.34375,0.0128643233329058,,
122,-4.33828125,0.0128643233329058,,
123,-4.3328125,0.0128643233329058,,
124,-4.32734375,0.0120603031245992,,
125,-4.321875,0.0124623132287525,,
126,-4.31640625,0.014472363749519,,
127,-4.3109375,0.0116582930204459,,
128,-4.30546875,0.0120603031245992,,
129,-4.3,0.0148743738536723,,
130,-4.29453125,0.0116582930204459,,
131,-4.2890625,0.0124623132287525,,
132,-4.28359375,0.014472363749519,,
133,-4.278125,0.0116582930204459,,
134,-4.27265625,0.0132663334370591,,
135,-4.2671875,0.0136683435412124,,
136,-4.26171875,0.0120603031245992,,
137,-4.25625,0.0120603031245992,,
138,-4.25078125,0.0152763839578256,,
139,-4.2453125,0.0120603031245992,,
140,-4.23984375,0.0128643233329058,,
141,-4.234375,0.0152763839578256,,
142,-4.22890625,0.0116582930204459,,
143,-4.2234375,0.0136683435412124,,
144,-4.21796875,0.014472363749519,,
145,-4.2125,0.0120603031245992,,
146,-4.20703125,0.0120603031245992,,
147,-4.2015625,0.0156783940619789,,
148,-4.19609375,0.0132663334370591,,
149,-4.190625,0.0140703536453657,,
150,-4.18515625,0.0152763839578256,,
151,-4.1796875,0.0152763839578256,,
152,-4.17421875,0.0132663334370591,,
153,-4.16875,0.0172864344785921,,
154,-4.16328125,0.0140703536453657,,
155,-4.1578125,0.0136683435412124,,
156,-4.15234375,0.0180904546868987,,
157,-4.146875,0.0132663334370591,,
158,-4.14140625,0.0128643233329058,,
159,-4.1359375,0.0152763839578256,,
160,-4.13046875,0.0140703536453657,,
161,-4.125,0.0112562829162925,,
162,-4.11953125,0.0156783940619789,,
163,-4.1140625,0.0136683435412124,,
164,-4.10859375,0.0128643233329058,,
165,-4.103125,0.0140703536453657,,
166,-4.09765625,0.0120603031245992,,
167,-4.0921875,0.0112562829162925,,
168,-4.08671875,0.0140703536453657,,
169,-4.08125,0.0132663334370591,,
170,-4.07578125,0.0116582930204459,,
171,-4.0703125,0.0140703536453657,,
172,-4.06484375,0.0136683435412124,,
173,-4.059375,0.0132663334370591,,
174,-4.05390625,0.0136683435412124,,
175,-4.0484375,0.00804020208306611,,
176,-4.04296875,0.0124623132287525,,
177,-4.0375,0.0128643233329058,,
178,-4.03203125,0.0128643233329058,,
179,-4.0265625,0.0112562829162925,,
180,-4.02109375,0.0116582930204459,,
181,-4.015625,0.0140703536453657,,
182,-4.01015625,0.0132663334370591,,
183,-4.0046875,0.0124623132287525,,
184,-3.99921875,0.014472363749519,,
185,-3.99375,0.0120603031245992,,
186,-3.98828125,0.0112562829162925,,
187,-3.9828125,0.0128643233329058,,
188,-3.97734375,0.0124623132287525,,
189,-3.971875,0.0128643233329058,,
190,-3.96640625,0.0136683435412124,,
191,-3.9609375,0.0132663334370591,,
192,-3.95546875,0.0124623132287525,,
193,-3.95,0.0132663334370591,,
194,-3.94453125,0.0100502526038326,,
195,-3.9390625,0.0120603031245992,,
196,-3.93359375,0.0120603031245992,,
197,-3.928125,0.0120603031245992,,
198,-3.92265625,0.0128643233329058,,
199,-3.9171875,0.014472363749519,,
200,-3.91171875,0.0140703536453657,,
201,-3.90625,0.0124623132287525,,
202,-3.90078125,0.0132663334370591,,
203,-3.8953125,0.0128643233329058,,
204,-3.88984375,0.0132663334370591,,
205,-3.884375,0.0136683435412124,,
206,-3.87890625,0.0128643233329058,,
207,-3.8734375,0.0124623132287525,,
